"Province","Segment","ageID","ageFraction"
"Ontario","Car",23,0.00864006131192991
"Ontario","Car",24,0.00622644693765033
"Ontario","Car",25,0.00568078972632631
"Ontario","Car",26,0.00419759471623464
"Ontario","Car",27,0.00335148703576888
"Ontario","Car",28,0.00281172971101737
"Ontario","Car",29,0.00260423469509167
"Ontario","Car",30,0.0244475470578464
"Ontario","SUV",0,0.0353883393121763
"Ontario","SUV",1,0.0732878022875403
"Ontario","SUV",2,0.0709852649399985
"Ontario","SUV",3,0.0688271743840638
"Ontario","SUV",4,0.0629267327103806
"Ontario","SUV",5,0.0604951604852795
"Ontario","SUV",6,0.051685687897779
"Ontario","SUV",7,0.0455612660402467
"Ontario","SUV",8,0.040373485550071
"Ontario","SUV",9,0.040179157253915
"Ontario","SUV",10,0.0303032573056669
"Ontario","SUV",11,0.0232881484989922
"Ontario","SUV",12,0.0383570579423809
"Ontario","SUV",13,0.0392541171464062
"Ontario","SUV",14,0.0381101545836058
"Ontario","SUV",15,0.0373585926608049
"Ontario","SUV",16,0.0367165170272045
"Ontario","SUV",17,0.0315064648108437
"Ontario","SUV",18,0.0277242497897665
"Ontario","SUV",19,0.0237415640465509
"Ontario","SUV",20,0.0210574359189778
"Ontario","SUV",21,0.0177214883725271
"Ontario","SUV",22,0.0133063662833976
"Ontario","SUV",23,0.0125792961548219
"Ontario","SUV",24,0.00871184593708024
"Ontario","SUV",25,0.0084563006143226
"Ontario","SUV",26,0.00701374464174648
"Ontario","SUV",27,0.00488130847203016
"Ontario","SUV",28,0.00370685099246828
"Ontario","SUV",29,0.00314800574244997
"Ontario","SUV",30,0.023347162196505
"Prince Edward Island","Car",0,0.0242388433769591
"Prince Edward Island","Car",1,0.0470772953192002
