Year,Mineral,Total_Minerals_Exported,Scenario
2046,Copper,154712.1327505273,Decreasing Batt Cap - High LFP Chemistry
2046,Graphite,306195.26308640966,Decreasing Batt Cap - High LFP Chemistry
2046,Lithium,28193.97773562938,Decreasing Batt Cap - High LFP Chemistry
2046,Manganese,13071.608546596033,Decreasing Batt Cap - High LFP Chemistry
2046,Nickel,121313.8482445527,Decreasing Batt Cap - High LFP Chemistry
2046,Cobalt,45373.54907150414,Increasing Batt Cap - Benchmark Chemistry
2046,Copper,247230.5887268474,Increasing Batt Cap - Benchmark Chemistry
2046,Graphite,510341.8826799908,Increasing Batt Cap - Benchmark Chemistry
2046,Lithium,48123.24069095544,Increasing Batt Cap - Benchmark Chemistry
2046,Manganese,27128.28069659215,Increasing Batt Cap - Benchmark Chemistry
2046,Nickel,251212.14308758182,Increasing Batt Cap - Benchmark Chemistry
2046,Cobalt,36480.06060601188,Increasing Batt Cap - High LFP Chemistry
2046,Copper,261852.9464946929,Increasing Batt Cap - High LFP Chemistry
2046,Graphite,516984.60445490456,Increasing Batt Cap - High LFP Chemistry
2046,Lithium,47499.733488077145,Increasing Batt Cap - High LFP Chemistry
2046,Manganese,21784.48392204842,Increasing Batt Cap - High LFP Chemistry
2046,Nickel,201707.14607756553,Increasing Batt Cap - High LFP Chemistry
2047,Cobalt,30730.41371420532,Decreasing Batt Cap - Benchmark Chemistry
2047,Copper,165932.46067013792,Decreasing Batt Cap - Benchmark Chemistry
2047,Graphite,343477.03991106135,Decreasing Batt Cap - Benchmark Chemistry
2047,Lithium,32418.430426341656,Decreasing Batt Cap - Benchmark Chemistry
2047,Manganese,18433.054403247817,Decreasing Batt Cap - Benchmark Chemistry
2047,Nickel,171132.86636442423,Decreasing Batt Cap - Benchmark Chemistry
2047,Cobalt,24514.57816154652,Decreasing Batt Cap - High LFP Chemistry
2047,Copper,177035.5832954939,Decreasing Batt Cap - High LFP Chemistry
2047,Graphite,349534.4250148884,Decreasing Batt Cap - High LFP Chemistry
2047,Lithium,32098.5524317897,Decreasing Batt Cap - High LFP Chemistry
2047,Manganese,14685.916571801352,Decreasing Batt Cap - High LFP Chemistry
2047,Nickel,136329.21504327742,Decreasing Batt Cap - High LFP Chemistry
2047,Cobalt,52789.90571678842,Increasing Batt Cap - Benchmark Chemistry
2047,Copper,286402.8943391754,Increasing Batt Cap - Benchmark Chemistry
2047,Graphite,593037.0908782518,Increasing Batt Cap - Benchmark Chemistry
2047,Lithium,55944.79738357402,Increasing Batt Cap - Benchmark Chemistry
2047,Manganese,31870.69110423831,Increasing Batt Cap - Benchmark Chemistry
2047,Nickel,295704.0150205262,Increasing Batt Cap - Benchmark Chemistry
2047,Cobalt,41487.37212104258,Increasing Batt Cap - High LFP Chemistry
2047,Copper,304928.1029966129,Increasing Batt Cap - High LFP Chemistry
2047,Graphite,601129.4056056789,Increasing Batt Cap - High LFP Chemistry
2047,Lithium,55120.61992787471,Increasing Batt Cap - High LFP Chemistry
2047,Manganese,25036.712252436904,Increasing Batt Cap - High LFP Chemistry
2047,Nickel,232155.26902269752,Increasing Batt Cap - High LFP Chemistry
2048,Cobalt,34289.691450962695,Decreasing Batt Cap - Benchmark Chemistry
2048,Copper,185842.71291269388,Decreasing Batt Cap - Benchmark Chemistry
2048,Graphite,385365.9545542479,Decreasing Batt Cap - Benchmark Chemistry
2048,Lithium,36357.59029249135,Decreasing Batt Cap - Benchmark Chemistry
2048,Manganese,20780.777081244865,Decreasing Batt Cap - Benchmark Chemistry
2048,Nickel,193287.78379518184,Decreasing Batt Cap - Benchmark Chemistry
2048,Cobalt,26733.8819095612,Decreasing Batt Cap - High LFP Chemistry
2048,Copper,199224.04544621322,Decreasing Batt Cap - High LFP Chemistry
2048,Graphite,392356.43458783574,Decreasing Batt Cap - High LFP Chemistry
2048,Lithium,35935.94564199842,Decreasing Batt Cap - High LFP Chemistry
2048,Manganese,16193.654458331612,Decreasing Batt Cap - High LFP Chemistry
2048,Nickel,150535.24204522895,Decreasing Batt Cap - High LFP Chemistry
2048,Cobalt,60350.63840780064,Increasing Batt Cap - Benchmark Chemistry
2048,Copper,326817.1581133763,Increasing Batt Cap - Benchmark Chemistry
2048,Graphite,678472.4250173784,Increasing Batt Cap - Benchmark Chemistry
2048,Lithium,64015.65952081363,Increasing Batt Cap - Benchmark Chemistry
2048,Manganese,36756.92183671068,Increasing Batt Cap - Benchmark Chemistry
2048,Nickel,341865.6781495823,Increasing Batt Cap - Benchmark Chemistry
2048,Cobalt,46398.65994996264,Increasing Batt Cap - High LFP Chemistry
2048,Copper,349679.5663460305,Increasing Batt Cap - High LFP Chemistry
2048,Graphite,688141.3610677307,Increasing Batt Cap - High LFP Chemistry
2048,Lithium,62968.28172963524,Increasing Batt Cap - High LFP Chemistry
2048,Manganese,28263.746652535887,Increasing Batt Cap - High LFP Chemistry
2048,Nickel,262638.26185448054,Increasing Batt Cap - High LFP Chemistry
2049,Cobalt,37598.96851641613,Decreasing Batt Cap - Benchmark Chemistry
2049,Copper,205014.77523465597,Decreasing Batt Cap - Benchmark Chemistry
2049,Graphite,425670.7749643555,Decreasing Batt Cap - Benchmark Chemistry
2049,Lithium,40134.91104015412,Decreasing Batt Cap - Benchmark Chemistry
2049,Manganese,23018.915378032092,Decreasing Batt Cap - Benchmark Chemistry
2049,Nickel,214483.96445484247,Decreasing Batt Cap - Benchmark Chemistry
2049,Cobalt,28680.065122870532,Decreasing Batt Cap - High LFP Chemistry
2049,Copper,220744.87893899184,Decreasing Batt Cap - High LFP Chemistry
2049,Graphite,433598.04118509864,Decreasing Batt Cap - High LFP Chemistry
2049,Lithium,39608.00311255708,Decreasing Batt Cap - High LFP Chemistry
2049,Manganese,17560.65630867753,Decreasing Batt Cap - High LFP Chemistry
2049,Nickel,163483.8549539269,Decreasing Batt Cap - High LFP Chemistry
2049,Cobalt,67608.44373803708,Increasing Batt Cap - Benchmark Chemistry
2049,Copper,366761.7420716389,Increasing Batt Cap - Benchmark Chemistry
2049,Graphite,762858.2400258047,Increasing Batt Cap - Benchmark Chemistry
2049,Lithium,71963.9160259127,Increasing Batt Cap - Benchmark Chemistry
2049,Manganese,41549.862520895156,Increasing Batt Cap - Benchmark Chemistry
2049,Nickel,387238.2396806774,Increasing Batt Cap - Benchmark Chemistry
2049,Cobalt,50909.72996996644,Increasing Batt Cap - High LFP Chemistry
2049,Copper,394190.1606789565,Increasing Batt Cap - High LFP Chemistry
2049,Graphite,774158.4387441278,Increasing Batt Cap - High LFP Chemistry
2049,Lithium,70683.5489352713,Increasing Batt Cap - High LFP Chemistry
2049,Manganese,31305.39718465364,Increasing Batt Cap - High LFP Chemistry
2049,Nickel,291457.41257897555,Increasing Batt Cap - High LFP Chemistry
2050,Cobalt,40558.41414782792,Decreasing Batt Cap - Benchmark Chemistry
2050,Copper,223145.45782359946,Decreasing Batt Cap - Benchmark Chemistry
2050,Graphite,463680.80049470946,Decreasing Batt Cap - Benchmark Chemistry
