Year,State_Province,Mineral,Demanded Minerals (kg),Demand Minerals (Tonne),Scenario,Country
2026,IL,Lithium,555077.965573908,555.0779655739079,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IL,Manganese,223545.55590851634,223.54555590851635,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IL,Nickel,2090635.9351994328,2090.635935199433,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IN,Cobalt,271931.3121252269,271.9313121252269,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IN,Copper,1543052.84050539,1543.05284050539,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IN,Graphite,3266247.6769452677,3266.247676945268,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IN,Lithium,345122.95166347065,345.12295166347064,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IN,Manganese,142966.75692335475,142.96675692335475,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IN,Nickel,1338479.5654102904,1338.4795654102904,Decreasing Batt Cap - Benchmark Chemistry,US
2026,KS,Cobalt,120888.36318200793,120.88836318200794,Decreasing Batt Cap - Benchmark Chemistry,US
2026,KS,Copper,680556.6114507824,680.5566114507824,Decreasing Batt Cap - Benchmark Chemistry,US
2026,KS,Graphite,1442155.295925669,1442.155295925669,Decreasing Batt Cap - Benchmark Chemistry,US
2026,KS,Lithium,152506.6239040471,152.5066239040471,Decreasing Batt Cap - Benchmark Chemistry,US
2026,KS,Manganese,63496.4095053556,63.4964095053556,Decreasing Batt Cap - Benchmark Chemistry,US
2026,KS,Nickel,594576.5560689903,594.5765560689903,Decreasing Batt Cap - Benchmark Chemistry,US
2026,KY,Cobalt,177433.4989025672,177.4334989025672,Decreasing Batt Cap - Benchmark Chemistry,US
2026,KY,Copper,1010219.9339900315,1010.2199339900314,Decreasing Batt Cap - Benchmark Chemistry,US
2026,KY,Graphite,2137381.4102960755,2137.3814102960755,Decreasing Batt Cap - Benchmark Chemistry,US
2026,KY,Lithium,225765.77783046244,225.76577783046244,Decreasing Batt Cap - Benchmark Chemistry,US
2026,KY,Manganese,93322.55046054651,93.32255046054651,Decreasing Batt Cap - Benchmark Chemistry,US
2026,KY,Nickel,873631.7303304083,873.6317303304083,Decreasing Batt Cap - Benchmark Chemistry,US
2026,LA,Cobalt,153584.33904239896,153.58433904239897,Decreasing Batt Cap - Benchmark Chemistry,US
2026,LA,Copper,914149.2175742224,914.1492175742223,Decreasing Batt Cap - Benchmark Chemistry,US
2026,LA,Graphite,1922487.3529244666,1922.4873529244667,Decreasing Batt Cap - Benchmark Chemistry,US
2026,LA,Lithium,202163.63200306005,202.16363200306006,Decreasing Batt Cap - Benchmark Chemistry,US
2026,LA,Manganese,81220.02063109644,81.22002063109645,Decreasing Batt Cap - Benchmark Chemistry,US
2026,LA,Nickel,759512.5466100557,759.5125466100558,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MA,Cobalt,323443.27024735004,323.44327024735003,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MA,Copper,1783334.3773402611,1783.3343773402612,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MA,Graphite,3790148.684628444,3790.148684628444,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MA,Lithium,401666.94165510737,401.6669416551074,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MA,Manganese,169471.16371369993,169.47116371369992,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MA,Nickel,1587695.9132493176,1587.6959132493175,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MB,Cobalt,41476.98172203645,41.47698172203645,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,MB,Copper,193556.40874127275,193.55640874127275,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,MB,Graphite,421993.30319988815,421.99330319988815,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,MB,Lithium,45542.95911959739,45.54295911959739,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,MB,Manganese,21342.049168477195,21.342049168477196,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,MB,Nickel,200673.819342548,200.673819342548,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,MD,Cobalt,303688.3246362594,303.6883246362594,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MD,Copper,1650682.7606190906,1650.6827606190907,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MD,Graphite,3515399.1929240082,3515.3991929240083,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MD,Lithium,373104.8980432792,373.1048980432792,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MD,Manganese,158856.78662805923,158.85678662805924,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MD,Nickel,1488748.0145312909,1488.748014531291,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ME,Cobalt,54655.54001301304,54.65554001301304,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ME,Copper,309393.0530266277,309.3930530266277,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ME,Graphite,655124.9342199999,655.1249342199999,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ME,Lithium,69239.76015465945,69.23976015465945,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ME,Manganese,28726.642355573196,28.726642355573198,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ME,Nickel,268959.2483779107,268.9592483779107,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MI,Cobalt,340521.2251103228,340.5212251103228,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MI,Copper,2011539.8460092242,2011.5398460092242,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MI,Graphite,4234617.435151781,4234.617435151781,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MI,Lithium,445635.4850876886,445.6354850876886,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MI,Manganese,179908.19384797662,179.90819384797663,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MI,Nickel,1682689.557904945,1682.6895579049449,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MN,Cobalt,234057.5884566571,234.0575884566571,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MN,Copper,1324736.3199299234,1324.7363199299234,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MN,Graphite,2805128.13926439,2805.12813926439,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MN,Lithium,296477.1630436448,296.4771630436448,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MN,Manganese,123016.98316744542,123.01698316744542,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MN,Nickel,1151776.8553047804,1151.7768553047804,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MO,Cobalt,239882.25251243287,239.88225251243287,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MO,Copper,1367653.6762359478,1367.6536762359478,Decreasing Batt Cap - Benchmark Chemistry,US
