"State","Segment","Year","LIB_recycling","LIB_available","LIB_reuse_EV","LIB_new_add","EV_stock","LIB_recycling_vector","LIB_available_vector","LIB_reuse_vector","LIB_newadd_vector","EV_stock_vector"
"Washington","Car",2042,40573,18093,7329,30641,2298029,"150|230|350|527|784|1141|1623|2267|3021|3621|4297|4697|4867|4444|3629|2378|1402|500|359|174|67|22|15|8|0|0|0|0|0|0","0|646|622|589|557|541|540|572|647|759|860|992|2170|2239|2070|1729|1180|732|273|205|102|40|14|9|5|0|0|0|0|0|0","0|646|623|588|558|542|539|573|648|1206|1096|310|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|134|211|328|503|755|1109|1588|2223|2317|2915|3577|3924|4039|3557|2691|770|0|0|0|0|0|0|0|0|0|0|0|0|0|0","208585|209859|210483|208648|203884|195849|184498|170392|155243|135830|108517|88032|67911|52589|38121|26636|15798|8740|2648|2475|1467|714|322|379|290|59|35|16|5|0|0"
"Washington","Car",2043,49065,22562,8917,36858,2462235,"152|233|359|545|821|1215|1759|2478|3406|4436|5158|5843|5898|5568|4530|3244|1846|947|299|192|86|31|10|6|3|0|0|0|0|0","0|855|825|767|702|653|636|653|728|860|1032|1209|2726|2703|2588|2169|1613|961|518|170|113|51|19|6|4|1|0|0|0|0|0","0|854|824|768|703|653|634|654|726|1047|1808|246|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|133|210|330|514|785|1174|1712|2425|2484|3515|4222|4862|4899|4504|3410|1679|0|0|0|0|0|0|0|0|0|0|0|0|0|0","206748|208532|209773|210348|208440|203564|195366|183784|169362|152923|133017|105305|84316|63788|48040|33469|22138|12058|5945|1715|1580|917|440|198|230|173|34|21|10|3|0"
"Washington","Car",2044,58491,27901,10806,43643,2614725,"155|238|365|559|849|1272|1870|2681|3726|5003|6302|7020|7332|6748|5679|4048|2519|1248|564|159|94|40|14|3|2|1|0|0|0|0","0|1114|1073|1000|904|814|759|761|824|962|1172|1428|3341|3381|3132|2715|2017|1313|681|322|94|57|25|8|2|1|1|0|0|0|0","0|1113|1073|999|904|814|760|761|824|1041|1994|523|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|131|209|330|518|802|1220|1813|2615|2529|3817|5123|5763|6081|5467|4337|2686|202|0|0|0|0|0|0|0|0|0|0|0|0|0","205059|206694|208447|209641|210137|208112|203061|194610|182671|166649|149611|129023|100798|79193|58280|42241|27904|17143|8281|3878|1080|985|563|268|119|137|100|20|11|5|1"
"Washington","Car",2045,68664,34065,13006,50571,2754671,"158|241|370|567|866|1313|1957|2852|4027|5467|7100|8564|8803|8388|6882|5072|3140|1702|743|303|78|44|18|6|2|1|0|0|0|0","0|1431|1376|1279|1153|1026|927|892|941|1076|1300|1604|3973|4104|3905|3290|2527|1640|930|423|178|47|27|11|3|1|1|0|0|0|0","0|1431|1377|1278|1154|1026|927|892|941|1076|2225|679|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|131|207|327|516|809|1247|1884|2770|2498|3957|5620|7025|7233|6806|5287|3462|792|0|0|0|0|0|0|0|0|0|0|0|0|0","204187|205006|206610|208314|209430|209807|207598|202275|193432|179516|162833|144965|123453|94621|72372|51276|35316|21741|12022|5452|2446|668|604|340|160|70|80|57|10|6|3"
"Washington","Car",2046,79347,40953,15537,57534,2882875,"162|247|374|573|876|1338|2016|2979|4280|5910|7753|9643|10750|10062|8552|6150|3937|2121|1013|397|149|37|19|7|2|0|0|0|0|0","0|1792|1741|1611|1448|1279|1136|1057|1074|1203|1439|1761|4457|4932|4711|4094|3063|2055|1160|577|234|90|22|12|4|1|0|0|0|0|0","0|1790|1740|1611|1447|1278|1137|1058|1074|1202|2298|902|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|130|205|325|513|806|1258|1927|2878|2370|4014|5914|7768|8855|8126|6615|4264|1566|0|0|0|0|0|0|0|0|0|0|0|0|0","205649|204135|204923|206479|208106|209100|209290|206794|201049|189816|175149|157556|138557|115867|86440|63724|42940|27675|15457|7997|3474|1504|406|365|202|93|41|45|32|6|3"
"Washington","Car",2047,90195,48403,18410,64154,2997684,"166|252|380|580|884|1350|2051|3065|4468|6275|8376|10516|12106|12301|10256|7639|4771|2659|1264|543|196|69|16|8|3|1|0|0|0|0","0|2198|2145|2002|1790|1570|1378|1253|1230|1336|1577|1931|4854|5540|5706|4923|3808|2491|1454|720|319|118|42|10|5|2|1|0|0|0|0","0|2198|2146|2001|1790|1570|1378|1254|1230|1335|2428|1080|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|131|205|322|508|801|1254|1943|2942|2126|3947|6115|8263|9847|9985|7937|5398|2418|12|0|0|0|0|0|0|0|0|0|0|0|0","206816|205596|204052|204793|206273|207779|208585|208480|205541|196953|184892|169204|150374|129906|105863|76121|53468|33777|19928|10362|5154|2160|906|244|217|118|53|23|26|17|2"
"Washington","Car",2048,100785,56253,21560,70150,3099060,"174|259|387|587|892|1360|2066|3113|4591|6546|8890|11353|13203|13854|12546|9159|5927|3223|1582|676|266|90|31|6|3|1|0|0|0|0","0|2640|2597|2430|2184|1902|1652|1473|1406|1479|1712|2088|5276|6035|6417|5991|4570|3096|1763|902|398|161|55|19|4|2|1|0|0|0|0","0|2640|2596|2428|2184|1902|1652|1473|1406|1479|2457|1343|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|132|206|320|504|794|1246|1935|2966|1780|3736|6165|8658|10552|11152|9804|6533|3485|182|0|0|0|0|0|0|0|0|0|0|0|0","209086|206763|205513|203922|204588|205948|207266|207777|207217|200961|191474|178301|161229|140787|118585|93290|63932|42243|24536|13410|6739|3239|1316|536|145|126|68|30|12|14|9"
"Washington","Car",2049,110672,64223,24939,75124,3187399,"178|266|399|596|901|1367|2075|3130|4656|6719|9264|12033|14249|15110|14133|11211|7104|4003|1920|847|332|123|39|13|3|1|0|0|0|0","0|3110|3076|2895|2607|2277|1956|1717|1597|1632|1843|2227|5626|6533|6993|6744|5581|3713|2190|1094|499|201|76|25|8|2|1|0|0|0|0","0|3110|3074|2896|2608|2276|1958|1718|1596|1631|2465|1607|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|134|207|323|503|787|1234|1923|2956|1347|3399|6036|8872|11155|12009|10986|8144|4314|795|0|0|0|0|0|0|0|0|0|0|0|0","212434|209033|206679|205383|203719|204266|205439|206463|206518|202152|194945|184268|169591|150713|128350|104432|78480|50646|30982|16557|8753|4277|1995|789|313|84|72|37|17|7|7"
"Washington","Car",2050,119488,71989,28476,78897,3262966,"184|273|408|611|911|1376|2081|3138|4672|6806|9502|12520|15097|16305|15414|12629|8702|4797|2385|1028|417|154|54|17|6|1|0|0|0|0","0|3577|3566|3376|3056|2670|2293|1982|1802|1789|1972|2351|5897|6942|7557|7352|6283|4540|2625|1359|605|251|94|34|11|4|1|0|0|0|0","42|3534|3566|3377|3058|2669|2292|1983|1803|1788|2368|1954|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|42","0|136|209|325|505|784|1225|1907|2938|908|2960|5753|8874|11552|12770|11874|9169|5505|1503|0|0|0|0|0|0|0|0|0|0|0|0","216145|212380|208948|206549|205177|203398|203761|204644|205212|201035|195627|187178|174905|158255|137202|112907|87836|62386|37384|20982|10842|5576|2662|1208|466|180|48|40|20|9|3"
"Washington","SUV",2020,221,7,0,222,22020,"22|33|53|45|35|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1|1|2|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|22|33|53|45|36|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","7564|3518|3471|3669|2027|1076|694|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2021,374,18,0,374,39611,"47|34|51|81|66|50|45|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|2|1|3|4|3|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|46|33|51|81|66|51|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","17610|7563|3517|3469|3665|2022|1073|691|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2022,654,18,15,640,66164,"109|73|52|77|120|96|69|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|3|2|2|2|3|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","2|2|1|2|2|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2","0|106|71|51|77|120|97|71|47|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","26586|17605|7559|3515|3467|3659|2018|1069|687|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2023,1105,29,27,1075,110373,"165|169|113|80|115|172|131|90|70|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|4|4|4|2|3|4|4|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|9|2|2|2|5|3|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|161|166|110|77|114|174|134|93|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","44273|26579|17598|7555|3511|3460|3650|2010|1062|675|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2024,1838,46,50,1784,162620,"275|255|259|170|118|165|239|171|109|77|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|7|6|6|4|4|4|6|4|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|8|15|4|2|4|6|5|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|268|251|255|167|115|165|242|175|105|41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","52364|44262|26570|17587|7547|3505|3452|3635|1998|1045|657|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2025,2902,79,80,2811,188402,"328|426|392|392|251|170|229|310|206|120|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|10|12|10|10|6|4|6|8|6|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|10|11|20|7|5|6|8|6|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|317|417|385|388|248|167|229|316|202|114|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","25985|52350|44244|26552|17569|7535|3496|3439|3613|1970|1019|632|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2026,4197,127,126,4051,222614,"174|507|652|594|583|364|235|297|375|227|119|70|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|11|16|18|16|14|9|6|8|11|7|4|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|10|16|18|32|10|7|8|11|8|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|157|493|643|586|579|359|232|298|373|219|105|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","34544|25978|52330|44217|26524|17541|7516|3483|3417|3569|1925|977|594|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2027,5955,204,188,5740,269203,"233|270|779|988|880|840|501|306|359|411|226|107|55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|16|15|24|26|24|22|15|9|12|14|10|10|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|16|16|25|28|47|14|9|10|14|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|209|245|760|976|874|837|498|303|346|410|213|64|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","47118|34535|25968|52297|44172|26483|17498|7487|3461|3368|3501|1858|916|542|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2028,8322,315,283,7985,326772,"320|361|415|1180|1468|1269|1159|653|369|393|409|201|85|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|24|24|23|36|42|34|33|20|12|14|16|20|11|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|26|25|23|37|40|69|20|12|14|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|285|326|377|1155|1455|1263|1159|651|342|377|406|172|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","58408|47106|34521|25951|52244|44103|26417|17430|7442|3404|3294|3399|1757|830|466|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2029,11391,489,417,10893,398115,"401|496|555|627|1751|2112|1748|1508|785|404|390|365|161|61|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|38|38|36|34|54|60|49|47|27|15|17|37|21|10|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|38|38|36|34|55|60|98|26|16|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|354|444|501|573|1721|2104|1751|1516|751|369|370|362|76|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","72645|58393|47087|34500|25925|52162|43993|26316|17324|7332|3315|3185|3249|1611|708|367|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2030,15258,718,615,14502,483255,"507|623|759|840|930|2521|2911|2269|1817|863|401|349|292|117|41|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|56|57|55|52|48|78|84|67|62|33|18|37|38|20|9|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|57|57|56|52|48|88|93|112|34|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|440|550|683|762|854|2488|2915|2288|1780|819|355|322|239|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","87083|72627|58370|47057|34465|25885|52033|43824|26157|17104|7169|3186|3023|3035|1415|560|266|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2031,19870,1035,898,18760,587527,"615|782|955|1149|1244|1335|3471|3777|2726|1996|857|359|279|211|78|26|10|0|0|0|0|0|0|0|0|0|0|0|0|0","0|84|84|82|80|72|65|108|114|88|78|40|40|37|36|17|7|3|0|0|0|0|0|0|0|0|0|0|0|0|0","0|83|83|83|79|73|66|161|113|119|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|527|684|847|1039|1136|1235|3447|3810|2691|1956|800|299|248|41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","107099|87060|72597|58332|47009|34411|25821|51831|43559|25826|16771|6924|2997|2796|2744|1156|416|177|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2032,25152,1484,1274,23564,710592,"762|951|1200|1442|1702|1786|1835|4504|4543|2989|1978|764|285|202|141|48|15|5|0|0|0|0|0|0|0|0|0|0|0|0","0|121|123|122|116|110|98|86|145|150|110|91|86|40|34|31|13|6|2|0|0|0|0|0|0|0|0|0|0|0|0","0|121|122|120|117|110|98|112|222|132|120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|648|820|1054|1289|1549|1642|1711|4506|4498|2956|1937|697|214|43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","127107|107071|87026|72552|58274|46936|34328|25721|51517|43026|25327|16274|6571|2734|2491|2369|872|292|109|0|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2033,30957,2122,1741,28753,859993,"912|1179|1458|1813|2135|2443|2455|2374|5408|4982|2957|1767|608|207|134|87|28|8|2|0|0|0|0|0|0|0|0|0|0|0","0|176|178|176|169|158|145|126|108|185|187|130|198|83|36|30|24|9|3|1|0|0|0|0|0|0|0|0|0|0|0","0|176|179|176|170|158|146|126|198|246|147|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|769|1008|1263|1603|1919|2239|2275|2235|5288|4947|2929|1727|531|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","155121|127074|107027|86970|72479|58183|46820|34195|25564|50855|42217|24580|15546|6076|2384|2103|1926|619|191|62|0|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2034,37278,2999,2365,34245,1026876,"1114|1411|1804|2202|2682|3062|3356|3174|2841|5923|4932|2639|1404|441|137|83|52|16|4|1|0|0|0|0|0|0|0|0|0|0","0|254|259|256|245|228|207|184|154|127|228|221|285|194|77|31|23|17|7|2|0|0|0|0|0|0|0|0|0|0|0","0|254|258|256|245|229|207|185|154|285|267|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|939|1196|1554|1921|2388|2776|3102|2973|2458|5805|4916|2618|1398|201|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","174925|155081|127022|106960|86883|72366|58039|46638|33989|25070|49853|41010|23493|14523|5417|1949|1652|1447|411|116|33|0|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2035,44225,4199,3142,40176,1208130,"1266|1720|2158|2724|3255|3845|4203|4336|3794|3092|5857|4401|2099|1016|292|85|48|27|6|1|0|0|0|0|0|0|0|0|0|0","0|352|368|367|354|328|296|259|223|179|143|268|482|281|177|65|24|17|11|4|1|0|0|0|0|0|0|0|0|0|0","0|352|369|367|355|329|297|288|210|165|360|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1059|1460|1844|2362|2862|3452|3845|4055|3253|2638|5750|4415|2128|1034|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","192390|174880|155019|126941|106852|86747|72187|57814|46356|33316|24333|48364|39253|21963|13144|4590|1478|1185|981|254|66|16|0|0|0|0|0|0|0|0|0"
"Washington","SUV",2036,52163,5715,4165,46787,1403942,"1409|1957|2632|3256|4023|4661|5270|5424|5185|4128|3028|5220|3500|1521|677|181|48|25|14|4|0|0|0|0|0|0|0|0|0|0","0|466|500|516|502|471|422|367|310|261|201|152|580|473|260|149|51|17|10|6|1|0|0|0|0|0|0|0|0|0|0","0|466|500|514|503|471|421|367|419|219|162|123|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1165|1646|2250|2804|3519|4138|4783|5026|4450|3498|2518|5137|3622|1595|636|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","210859|192340|174809|154919|126814|106684|86532|71907|57464|45452|32328|23271|46206|36776|19907|11398|3631|1058|791|603|146|35|8|0|0|0|0|0|0|0|0"
"Washington","SUV",2037,61538,7369,5659,54291,1612597,"1560|2173|2990|3966|4802|5755|6379|6794|6472|5652|4055|2670|4148|2537|1016|418|104|26|13|7|1|0|0|0|0|0|0|0|0|0","0|588|646|682|689|654|594|514|432|352|293|216|313|565|435|222|117|36|10|6|4|1|0|0|0|0|0|0|0|0|0","0|588|646|682|688|654|595|513|444|520|237|92|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1277|1811|2538|3422|4178|5090|5734|6251|5506|4807|3348|2104|4185|2765|1114|161|0|0|0|0|0|0|0|0|0|0|0|0|0|0","228610|210805|192263|174698|154764|126616|106420|86197|71472|56333|44141|30918|21787|43191|33443|17306|9353|2630|709|493|347|79|18|4|0|0|0|0|0|0|0"
"Washington","SUV",2038,72750,9299,7377,63390,1831697,"1714|2406|3320|4502|5845|6859|7864|8210|8093|7023|5561|3591|2117|3005|1692|628|241|57|14|5|3|0|0|0|0|0|0|0|0|0","0|691|793|855|886|871|804|706|590|482|380|316|448|300|516|371|174|83|23|6|3|1|0|0|0|0|0|0|0|0|0","0|692|793|856|884|872|804|708|590|583|513|82|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1384|1985|2791|3859|5098|6040|7051|7493|6888|5967|4642|2828|1518|3166|2006|652|22|0|0|0|0|0|0|0|0|0|0|0|0|0","244796|228551|210720|192140|174523|154521|126303|106008|85676|70105|54716|42291|28976|19802|39172|29228|14265|7168|1766|444|287|187|41|8|2|0|0|0|0|0|0"
"Washington","SUV",2039,85883,11450,9191,74269,2058297,"1867|2641|3672|4993|6626|8340|9361|10106|9758|8764|6876|4932|2839|1530|2003|1046|362|130|28|6|2|1|0|0|0|0|0|0|0|0","0|802|913|1019|1075|1084|1038|927|789|636|505|397|653|419|270|439|290|123|52|13|4|1|1|0|0|0|0|0|0|0|0","0|802|914|1020|1076|1084|1038|926|789|638|705|199|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1482|2151|3058|4244|5749|7371|8369|9215|8285|7494|5796|3988|2093|912|2279|1405|357|21|0|0|0|0|0|0|0|0|0|0|0|0","258667|244733|228457|210585|191949|174249|154139|125815|105366|84065|68165|52464|39768|26412|17289|34139|24299|11026|5065|1108|260|158|96|20|4|0|0|0|0|0|0"
"Washington","SUV",2040,100837,13698,11032,86811,2289070,"2016|2876|4030|5520|7343|9445|11373|12011|11998|10547|8538|6071|3889|2047|1017|1237|603|194|65|13|3|1|0|0|0|0|0|0|0|0","0|928|1042|1152|1245|1277|1250|1159|999|826|648|504|804|596|372|228|344|206|79|30|7|1|1|0|0|0|0|0|0|0|0","0|927|1040|1154|1246|1277|1249|1159|1000|826|687|467|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1566|2305|3316|4651|6323|8312|10213|10937|10248|9039|7324|5032|3057|1345|402|1587|945|176|33|0|0|0|0|0|0|0|0|0|0|0","269497|258600|244634|228312|210374|191647|173818|153543|125052|103444|81794|65477|49423|36458|23197|14319|28302|19043|7917|3283|651|142|82|47|9|2|0|0|0|0|0"
"Washington","SUV",2041,117415,15989,12850,100762,2520365,"2158|3106|4388|6057|8118|10460|12869|14586|14239|12951|10258|7479|4788|2795|1358|628|714|325|99|31|7|1|0|0|0|0|0|0|0|0","0|1062|1188|1296|1389|1446|1432|1355|1216|1016|818|628|968|729|518|308|177|244|132|46|16|4|1|0|0|0|0|0|0|0|0","0|1062|1187|1298|1390|1446|1433|1369|1203|1014|818|630|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1632|2435|3552|5043|6930|9142|11516|13347|12201|11209|8865|6420|3928|2108|720|39|1072|584|19|0|0|0|0|0|0|0|0|0|0|0","276767|269428|258496|244480|228084|210044|191173|173145|152612|122810|100744|78654|61846|45452|32311|19409|11087|22129|13979|5230|1984|360|74|40|21|4|0|0|0|0|0"
"Washington","SUV",2042,135344,18434,14688,115969,2749977,"2285|3322|4736|6593|8903|11559|14245|16495|17295|15359|12585|8960|5904|3444|1851|836|360|385|164|47|13|3|0|0|0|0|0|0|0|0","0|1200|1358|1476|1559|1606|1601|1525|1392|1214|982|778|1173|883|633|425|237|125|156|77|25|8|1|0|0|0|0|0|0|0|0","0|1200|1360|1476|1559|1605|1601|1525|1623|982|981|776|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1675|2537|3752|5400|7513|10020|12667|15052|14986|13352|11024|7803|5083|2791|1312|262|0|671|69|0|0|0|0|0|0|0|0|0|0|0","281878|276695|269319|258331|244235|227726|209525|190434|172096|149972|119652|96999|74403|57082|40468|27397|15268|8084|16215|9572|3236|1133|188|36|19|10|2|0|0|0|0"
"Washington","SUV",2043,154340,21255,16751,131688,2974127,"2410|3520|5064|7113|9688|12676|15737|18253|19551|18702|14921|10991|7070|4251|2281|1140|480|193|193|78|21|6|1|0|0|0|0|0|0|0","0|1371|1559|1700|1784|1811|1786|1701|1555|1372|1193|921|1435|1060|770|520|324|166|79|90|41|12|4|1|0|0|0|0|0|0|0","0|1370|1560|1702|1783|1812|1784|1700|1617|1744|759|920|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1706|2605|3910|5706|8045|10864|13883|16554|16883|16395|13134|9734|6207|3684|1821|557|0|0|0|0|0|0|0|0|0|0|0|0|0|0","284314|281805|276584|269149|258073|243851|227163|208714|189280|169103|146216|115256|91896|68789|51048|34524|21961|11176|5523|11084|5981|1898|616|93|17|8|4|1|0|0|0"
"Washington","SUV",2044,174011,24641,19240,147557,3189472,"2519|3707|5360|7600|10446|13786|17255|20164|21631|21107|18267|13030|8673|5090|2821|1405|654|258|97|93|36|10|2|0|0|0|0|0|0|0","0|1572|1821|1984|2078|2093|2035|1913|1742|1532|1322|1154|1693|1293|922|637|398|226|106|46|48|20|5|1|0|0|0|0|0|0|0","0|1571|1820|1983|2077|2092|2034|1914|1741|1840|1605|563|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1721|2653|4015|5944|8501|11633|15051|18144|18504|18427|16124|11592|7775|4526|2475|472|0|0|0|0|0|0|0|0|0|0|0|0|0|0","284779|284240|281691|276407|268879|257667|243249|226284|207451|185923|164808|140940|109234|85109|61635|43781|27893|16427|7670|3525|6899|3545|1060|320|44|8|4|1|0|0|0"
"Washington","SUV",2045,193955,28879,22245,163819,3393059,"2618|3873|5641|8036|11149|14850|18752|22096|23887|23335|20586|16092|10285|6246|3378|1738|806|350|130|46|42|15|3|1|0|0|0|0|0|0","0|1858|2128|2344|2449|2458|2369|2200|1976|1726|1473|1270|2179|1527|1127|762|490|279|144|61|24|23|9|2|1|0|0|0|0|0|0","0|1857|2126|2345|2448|2457|2368|2200|1977|1757|1955|755|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1724|2677|4089|6105|8857|12292|16117|19672|20145|20142|18074|14237|9255|5706|3067|1537|123|0|0|0|0|0|0|0|0|0|0|0|0|0","284305|284706|284127|281511|276131|268456|257030|242308|224914|203636|181074|158751|133669|101195|76405|52971|35601|21081|11324|4924|2107|4071|2005|568|159|20|4|1|1|0|0"
"Washington","SUV",2046,213564,33891,26013,178677,3583838,"2713|4021|5887|8445|11771|15826|20173|23987|26159|25756|22684|18112|12676|7409|4148|2082|998|432|177|61|21|18|7|1|0|0|0|0|0|0","0|2269|2506|2762|2907|2908|2790|2568|2281|1968|1664|1391|2425|1936|1333|933|586|344|177|83|32|12|11|4|1|0|0|0|0|0|0","0|2269|2506|2762|2907|2908|2791|2570|2280|1966|1956|1098|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1721|2680|4125|6218|9095|12806|17030|21064|21585|21899|19694|15907|11390|6794|3918|1942|800|9|0|0|0|0|0|0|0|0|0|0|0|0","285282|284232|284590|283946|281230|275695|267793|256036|240841|220522|198148|174235|150412|123931|90872|65824|43189|27146|14719|7285|2963|1184|2294|1090|293|77|9|1|0|0|0"
