"Year","Metric","Tonnes"
2048,"Decreasing Batt Cap Pack Manufacturing",9.53314753037613
2048,"Cell Manufacturing",9.09314737684244
2048,"Decreasing Batt Cap Cell Manufacturing",6.01827935119713
2048,"EoL Batteries (Increasing Batt Cap - Benchmark Chemistry)",8.20765618237087
2048,"EoL Batteries (Decreasing Batt Cap - Benchmark Chemistry)",6.08465258175679
2048,"Black Mass",0.91838736185
2048,"Refining",1.402880881403
2049,"LIB Demand (Increasing Batt Cap - Benchmark Chemistry)",15.2651098726024
2049,"LIB Demand (Decreasing Batt Cap - Benchmark Chemistry)",10.3072440180264
2049,"Pack Manufacturing",14.6112325014246
2049,"Decreasing Batt Cap Pack Manufacturing",9.66279411118078
2049,"Cell Manufacturing",9.22407615938728
2049,"Decreasing Batt Cap Cell Manufacturing",6.10012528274532
2049,"EoL Batteries (Increasing Batt Cap - Benchmark Chemistry)",9.01497019418704
2049,"EoL Batteries (Decreasing Batt Cap - Benchmark Chemistry)",6.5498974989619
2049,"Black Mass",0.91838736185
2049,"Refining",1.402880881403
2050,"LIB Demand (Increasing Batt Cap - Benchmark Chemistry)",15.4638137546527
2050,"LIB Demand (Decreasing Batt Cap - Benchmark Chemistry)",10.44652208617
2050,"Pack Manufacturing",14.7991518076577
2050,"Decreasing Batt Cap Pack Manufacturing",9.79140060268013
2050,"Cell Manufacturing",9.34270968276349
2050,"Decreasing Batt Cap Cell Manufacturing",6.18131460555336
2050,"EoL Batteries (Increasing Batt Cap - Benchmark Chemistry)",9.76841708802355
2050,"EoL Batteries (Decreasing Batt Cap - Benchmark Chemistry)",6.97998507425443
2050,"Black Mass",0.91838736185
2050,"Refining",1.402880881403
