Year,Mineral,Total_Minerals_Exported,Scenario
2047,Manganese,34082.45835657188,Increasing Batt Cap - High LFP Chemistry
2047,Nickel,315301.4321652143,Increasing Batt Cap - High LFP Chemistry
2048,Cobalt,47567.56882037279,Decreasing Batt Cap - Benchmark Chemistry
2048,Copper,270154.1809882002,Decreasing Batt Cap - Benchmark Chemistry
2048,Graphite,555741.6454315671,Decreasing Batt Cap - Benchmark Chemistry
2048,Lithium,52185.51227602266,Decreasing Batt Cap - Benchmark Chemistry
2048,Manganese,28943.35386017134,Decreasing Batt Cap - Benchmark Chemistry
2048,Nickel,268724.093517003,Decreasing Batt Cap - Benchmark Chemistry
2048,Cobalt,37073.5582959031,Decreasing Batt Cap - High LFP Chemistry
2048,Copper,287693.0689415428,Decreasing Batt Cap - High LFP Chemistry
2048,Graphite,563704.6523395407,Decreasing Batt Cap - High LFP Chemistry
2048,Lithium,51455.9985739633,Decreasing Batt Cap - High LFP Chemistry
2048,Manganese,22576.846399137237,Decreasing Batt Cap - High LFP Chemistry
2048,Nickel,209408.8256307994,Decreasing Batt Cap - High LFP Chemistry
2048,Cobalt,80442.16291810862,Increasing Batt Cap - Benchmark Chemistry
2048,Copper,457688.06439788156,Increasing Batt Cap - Benchmark Chemistry
2048,Graphite,942140.644741237,Increasing Batt Cap - Benchmark Chemistry
2048,Lithium,88453.13033029929,Increasing Batt Cap - Benchmark Chemistry
2048,Manganese,49185.64465033947,Increasing Batt Cap - Benchmark Chemistry
2048,Nickel,456719.6974225647,Increasing Batt Cap - Benchmark Chemistry
2048,Cobalt,61969.449061265426,Increasing Batt Cap - High LFP Chemistry
2048,Copper,487227.49242709536,Increasing Batt Cap - High LFP Chemistry
2048,Graphite,953741.7179833716,Increasing Batt Cap - High LFP Chemistry
2048,Lithium,86967.62352809148,Increasing Batt Cap - High LFP Chemistry
2048,Manganese,37946.71516863208,Increasing Batt Cap - High LFP Chemistry
2048,Nickel,351912.6143639949,Increasing Batt Cap - High LFP Chemistry
2049,Cobalt,51300.664734365004,Decreasing Batt Cap - Benchmark Chemistry
2049,Copper,293891.18605178664,Decreasing Batt Cap - Benchmark Chemistry
2049,Graphite,605071.4077199985,Decreasing Batt Cap - Benchmark Chemistry
2049,Lithium,56768.91191190968,Decreasing Batt Cap - Benchmark Chemistry
2049,Manganese,31532.822733412188,Decreasing Batt Cap - Benchmark Chemistry
2049,Nickel,293362.96342586994,Decreasing Batt Cap - Benchmark Chemistry
2049,Cobalt,39133.443187779856,Decreasing Batt Cap - High LFP Chemistry
2049,Copper,314291.01108533406,Decreasing Batt Cap - High LFP Chemistry
2049,Graphite,614113.1500234136,Decreasing Batt Cap - High LFP Chemistry
2049,Lithium,55903.928005542104,Decreasing Batt Cap - High LFP Chemistry
2049,Manganese,24090.324141509795,Decreasing Batt Cap - High LFP Chemistry
2049,Nickel,223839.5738445238,Decreasing Batt Cap - High LFP Chemistry
2049,Cobalt,89012.49521383649,Increasing Batt Cap - Benchmark Chemistry
2049,Copper,508030.45038623764,Increasing Batt Cap - Benchmark Chemistry
2049,Graphite,1047479.4470102922,Increasing Batt Cap - Benchmark Chemistry
2049,Lithium,98312.47722728232,Increasing Batt Cap - Benchmark Chemistry
2049,Manganese,54916.32127715145,Increasing Batt Cap - Benchmark Chemistry
2049,Nickel,511093.367368205,Increasing Batt Cap - Benchmark Chemistry
2049,Cobalt,67169.82228702729,Increasing Batt Cap - High LFP Chemistry
2049,Copper,543164.4498795323,Increasing Batt Cap - High LFP Chemistry
2049,Graphite,1061031.5163847867,Increasing Batt Cap - High LFP Chemistry
2049,Lithium,96536.52681736586,Increasing Batt Cap - High LFP Chemistry
2049,Manganese,41521.3553673038,Increasing Batt Cap - High LFP Chemistry
2049,Nickel,385882.2736218518,Increasing Batt Cap - High LFP Chemistry
2050,Cobalt,54585.86584645105,Decreasing Batt Cap - Benchmark Chemistry
2050,Copper,316170.539335572,Decreasing Batt Cap - Benchmark Chemistry
2050,Graphite,651220.6568217365,Decreasing Batt Cap - Benchmark Chemistry
2050,Lithium,61032.715044789315,Decreasing Batt Cap - Benchmark Chemistry
2050,Manganese,33915.263303664986,Decreasing Batt Cap - Benchmark Chemistry
2050,Nickel,315993.3796586562,Decreasing Batt Cap - Benchmark Chemistry
