Country,Scenario,Vehicle,Year,New_Sales,Total_Stock,EV_Retirement,LIB_recycling_vector,LIB_repurpose_vector,LIB_reuse_ev_vector,LIB_available_vector,LIB_evfail_total_vector,LIB_bothfail_vector,LIB_recycling,LIB_repurpose,LIB_reuse_EV
Mexico,Repeal,Heavy trucks,2029,463,2322.507898245061,2.514561765093928,3|4|6|9|10|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,3|5|7|9|10|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,38,40,2
Mexico,Repeal,Heavy trucks,2030,481,2687.1743115445565,3.8669352861291846,4|5|7|10|12|13|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,3|5|7|9|12|13|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,57,56,3
Mexico,Repeal,Heavy trucks,2031,498,3025.8421638391906,5.722749756127666,4|5|8|10|13|16|16|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,3|5|7|10|13|15|15|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,78,75,4
Mexico,Repeal,Heavy trucks,2032,515,3333.385732104713,8.15781157954293,4|6|8|10|14|17|19|17|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,3|5|7|11|13|17|19|17|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,101,98,6
Mexico,Repeal,Heavy trucks,2033,529,3604.9143630119856,11.196577523549655,4|6|8|11|14|18|20|20|18|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4|5|8|11|15|18|20|21|17|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|1|2|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|1|2|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|1|2|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,125,124,9
Mexico,Repeal,Heavy trucks,2034,543,3842.0168448005966,14.787290650045191,4|6|8|12|15|18|22|22|21|16|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4|5|8|11|15|19|21|22|21|15|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|2|2|2|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|2|2|2|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|2|2|2|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,148,145,12
Mexico,Repeal,Heavy trucks,2035,553,4044.8982719038554,18.796961164624154,4|6|8|12|16|20|22|24|23|19|13|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4|6|9|12|15|19|23|23|21|18|12|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|2|2|2|2|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|2|2|2|2|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|2|2|2|2|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,170,164,14
Mexico,Repeal,Heavy trucks,2036,562,4218.098509158894,23.024012254472343,4|6|8|12|16|20|24|24|24|21|15|9|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4|6|9|12|17|21|23|25|23|20|15|9|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|2|2|2|1|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|2|2|2|3|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|1|1|1|2|2|2|3|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,184,186,14
Mexico,Repeal,Heavy trucks,2037,571,4367.296214023699,27.233084444374693,4|6|9|12|17|21|24|26|26|22|18|11|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4|6|9|13|17|21|25|26|25|22|16|11|6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|1|1|1|1|2|2|1|1|1|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|1|1|1|1|2|2|3|3|3|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|1|1|1|1|2|2|3|3|3|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,203,203,15
Mexico,Repeal,Heavy trucks,2038,577,4494.610699499746,31.196867535012014,4|6|9|13|18|22|26|28|28|24|18|13|8|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4|6|9|13|17|22|25|27|26|22|18|12|7|3|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|1|1|1|1|2|2|1|1|1|1|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|1|1|1|1|2|2|3|3|3|3|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|1|1|1|1|2|2|3|3|3|3|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,222,212,16
Mexico,Repeal,Heavy trucks,2039,583,4604.392117871332,34.73801395903292,4|6|9|13|18|22|26|29|28|24|19|14|9|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4|7|9|13|17|23|26|28|28|24|18|13|7|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|1|1|1|1|2|2|1|1|1|1|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|1|1|1|1|2|2|3|3|3|3|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|1|1|1|1|2|2|3|3|3|3|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,229,224,17
Mexico,Repeal,Heavy trucks,2040,586,4696.957503986239,37.65773088840465,4|6|10|14|18|23|27|29|30|26|20|14|10|5|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5|7|9|13|18|23|27|29|28|24|19|14|9|5|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|1|1|1|2|2|2|1|1|1|1|1|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|1|1|1|2|2|2|3|3|3|3|3|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|1|1|1|2|2|2|3|3|3|3|3|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,241,234,19
