Policy,Capacity,Chemistry,Geography,Year,Stage,Additional capacity needed (million MT/year),Additional capacity needed (thousand MT/year)
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2036,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2037,Preprocessing,0.6742425315032166,674.2425315032166
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2037,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2038,Preprocessing,1.282430158677564,1282.430158677564
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2038,Materials recovery,0.0881941076213473,88.1941076213473
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2039,Preprocessing,2.1045339958948643,2104.5339958948643
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2039,Materials recovery,0.3903044252856473,390.3044252856473
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2040,Preprocessing,3.156396841505906,3156.3968415059057
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2040,Materials recovery,0.9221737513436886,922.1737513436887
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2041,Preprocessing,4.447524315976823,4447.524315976823
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2041,Materials recovery,1.693307706261605,1693.307706261605
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2042,Preprocessing,5.990060165779521,5990.060165779521
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2042,Materials recovery,2.715850036511304,2715.8500365113036
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2043,Preprocessing,7.797771420667207,7797.771420667207
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2043,Materials recovery,4.003567771845989,4003.5677718459892
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2044,Preprocessing,9.881806160917003,9881.806160917004
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2044,Materials recovery,5.567608992542786,5567.608992542786
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2045,Preprocessing,12.251366323677658,12251.366323677657
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2045,Materials recovery,7.417175635750439,7417.175635750439
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2046,Preprocessing,14.915212795597776,14915.212795597776
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2046,Materials recovery,9.561028588117559,9561.028588117559
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2047,Preprocessing,17.870573360210553,17870.573360210554
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2047,Materials recovery,11.996395633177336,11996.395633177335
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2048,Preprocessing,21.108977330952285,21108.977330952286
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2048,Materials recovery,14.714806084366069,14714.80608436607
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2049,Preprocessing,24.612420084696307,24612.420084696307
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2049,Materials recovery,17.69825531855709,17698.25531855709
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2050,Preprocessing,28.35963418835073,28359.63418835073
Baseline,Decreasing Batt Cap,High LFP Chemistry,United States,2050,Materials recovery,20.925475902658512,20925.475902658512
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2025,Preprocessing,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2025,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2026,Preprocessing,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2026,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2027,Preprocessing,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2027,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2028,Preprocessing,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2028,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2029,Preprocessing,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2029,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2030,Preprocessing,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2030,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2031,Preprocessing,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2031,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2032,Preprocessing,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2032,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2033,Preprocessing,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2033,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2034,Preprocessing,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2034,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2035,Preprocessing,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2035,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2036,Preprocessing,0.053953119333986894,53.9531193339869
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2036,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2037,Preprocessing,0.2956397368313768,295.6397368313768
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2037,Materials recovery,0.0,0.0
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2038,Preprocessing,0.8254888390045243,825.4888390045243
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2038,Materials recovery,0.04535558262014738,45.35558262014738
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2039,Preprocessing,1.6220146976061822,1622.0146976061822
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2039,Materials recovery,0.35738792166880506,357.38792166880506
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2040,Preprocessing,2.7058800264012786,2705.8800264012784
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2040,Materials recovery,0.9567597309109014,956.7597309109013
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2041,Preprocessing,4.090997475145431,4090.997475145431
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2041,Materials recovery,1.857383660102054,1857.383660102054
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2042,Preprocessing,5.79310570081627,5793.10570081627
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2042,Materials recovery,3.074998366219892,3074.998366219892
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2043,Preprocessing,7.830971642445978,7830.971642445978
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2043,Materials recovery,4.6283707882966,4628.3707882966
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2044,Preprocessing,10.221465688181283,10221.465688181283
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2044,Materials recovery,6.534371314478906,6534.371314478906
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2045,Preprocessing,12.978801906240525,12978.801906240526
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2045,Materials recovery,8.807214012985147,8807.214012985147
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2046,Preprocessing,16.115488293822427,16115.488293822427
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2046,Materials recovery,11.459406881014049,11459.406881014049
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2047,Preprocessing,19.631161215065283,19631.161215065284
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2047,Materials recovery,14.490586282703905,14490.586282703905
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2048,Preprocessing,23.519165166384475,23519.165166384475
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2048,Materials recovery,17.894096714470095,17894.096714470095
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2049,Preprocessing,27.76129191650592,27761.29191650592
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2049,Materials recovery,21.651729945038547,21651.729945038547
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2050,Preprocessing,32.33640918089112,32336.409180891118
Baseline,Decreasing Batt Cap,High LFP Chemistry,North America,2050,Materials recovery,25.74235368987074,25742.35368987074
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2025,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2025,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2026,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2026,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2027,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2027,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2028,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2028,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2029,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2029,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2030,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2030,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2031,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2031,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2032,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2032,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2033,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2033,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2034,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2034,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2035,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2035,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2036,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2036,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2037,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2037,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2038,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2038,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2039,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2039,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2040,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2040,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2041,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2041,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2042,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2042,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2043,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2043,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2044,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2044,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2045,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2045,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2046,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2046,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2047,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2047,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2048,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2048,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2049,Preprocessing,0.002250512720409548,2.250512720409548
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2049,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2050,Preprocessing,0.05947875027985428,59.47875027985428
Rollback,Increasing Batt Cap,Benchmark Chemistry,California,2050,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2025,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2025,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2026,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2026,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2027,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2027,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2028,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2028,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2029,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2029,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2030,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2030,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2031,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2031,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2032,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2032,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2033,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2033,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2034,Preprocessing,0.031751337724814775,31.751337724814775
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2034,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2035,Preprocessing,0.184311063463979,184.311063463979
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2035,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2036,Preprocessing,0.4755383817981523,475.5383817981523
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2036,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2037,Preprocessing,0.9259532182083752,925.9532182083751
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2037,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2038,Preprocessing,1.6138897677261137,1613.8897677261136
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2038,Materials recovery,0.16794302996473853,167.94302996473854
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2039,Preprocessing,2.5061262719693547,2506.1262719693545
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2039,Materials recovery,0.5401860146549795,540.1860146549795
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2040,Preprocessing,3.6182680321133285,3618.2680321133284
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2040,Materials recovery,1.1323342552459528,1132.3342552459528
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2041,Preprocessing,4.965870100058709,4965.870100058709
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2041,Materials recovery,1.9599428036383328,1959.9428036383329
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2042,Preprocessing,6.574211457795683,6574.211457795684
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2042,Materials recovery,3.0482906418223084,3048.2906418223083
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2043,Preprocessing,8.475922702726864,8475.922702726864
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2043,Materials recovery,4.430008367200489,4430.0083672004885
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2044,Preprocessing,10.708712140001893,10708.712140001893
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2044,Materials recovery,6.142804284922517,6142.804284922517
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2045,Preprocessing,13.311977492701448,13311.977492701448
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2045,Materials recovery,8.226076118069072,8226.076118069072
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2046,Preprocessing,16.332047384540683,16332.047384540683
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2046,Materials recovery,10.726152490355306,10726.152490355305
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2047,Preprocessing,19.793969223703687,19793.969223703687
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2047,Materials recovery,13.668080809965305,13668.080809965306
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2048,Preprocessing,23.710975400665237,23710.975400665237
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2048,Materials recovery,17.065093467373856,17065.093467373856
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2049,Preprocessing,28.074887771373678,28074.887771373677
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2049,Materials recovery,20.909012318529296,20909.012318529298
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2050,Preprocessing,32.86448783386969,32864.48783386969
Rollback,Increasing Batt Cap,Benchmark Chemistry,United States,2050,Materials recovery,25.178618861472305,25178.618861472307
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2025,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2025,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2026,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2026,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2027,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2027,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2028,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2028,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2029,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2029,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2030,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2030,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2031,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2031,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2032,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2032,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2033,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2033,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2034,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2034,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2035,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2035,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2036,Preprocessing,0.12043715472193976,120.43715472193976
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2036,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2037,Preprocessing,0.4298940412077873,429.89404120778727
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2037,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2038,Preprocessing,1.0126554406037505,1012.6554406037504
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2038,Materials recovery,0.09826787984296319,98.26787984296318
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2039,Preprocessing,1.8374604286885141,1837.4604286885142
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2039,Materials recovery,0.4385793483747266,438.57934837472664
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2040,Preprocessing,2.92412464632372,2924.12464632372
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2040,Materials recovery,1.0407500464569321,1040.750046456932
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2041,Preprocessing,4.293042837871678,4293.042837871678
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2041,Materials recovery,1.9251747184518893,1925.1747184518892
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2042,Preprocessing,5.9763115911067874,5976.311591106787
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2042,Materials recovery,3.1239499521339993,3123.9499521339994
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2043,Preprocessing,8.01600669650397,8016.00669650397
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2043,Materials recovery,4.679151537978183,4679.151537978183
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2044,Preprocessing,10.461742535915148,10461.742535915148
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2044,Materials recovery,6.640393857836359,6640.393857836359
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2045,Preprocessing,13.36465673496851,13364.65673496851
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2045,Materials recovery,9.058814537336723,9058.814537336722
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2046,Preprocessing,16.782283417415126,16782.283417415125
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2046,Materials recovery,11.991947700230341,11991.947700230341
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2047,Preprocessing,20.74660628083083,20746.606280830827
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2047,Materials recovery,15.471777044093045,15471.777044093045
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2048,Preprocessing,25.275056588446354,25275.056588446354
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2048,Materials recovery,19.515733832155565,19515.733832155565
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2049,Preprocessing,30.360657063513358,30360.657063513358
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2049,Materials recovery,24.11684078766957,24116.84078766957
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2050,Preprocessing,35.98224469350875,35982.24469350875
Rollback,Increasing Batt Cap,Benchmark Chemistry,North America,2050,Materials recovery,29.25393489811196,29253.934898111962
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2025,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2025,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2026,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2026,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2027,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2027,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2028,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2028,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2029,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2029,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2030,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2030,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2031,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2031,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2032,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2032,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2033,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2033,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2034,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2034,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2035,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2035,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2036,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2036,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2037,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2037,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2038,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2038,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2039,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2039,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2040,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2040,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2041,Preprocessing,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2041,Materials recovery,0.0,0.0
Rollback,Increasing Batt Cap,High LFP Chemistry,California,2042,Preprocessing,0.0,0.0
