State,Year,Scenario,Annual_ret,Cumulative_thousands,code
Delaware,2042,Repeal,9424,44.956,DE
Delaware,2043,Repeal,11169,56.125,DE
Delaware,2044,Repeal,13055,69.18,DE
Delaware,2045,Repeal,15073,84.253,DE
Delaware,2046,Repeal,17230,101.483,DE
Delaware,2047,Repeal,19388,120.871,DE
Delaware,2048,Repeal,21478,142.349,DE
Delaware,2049,Repeal,23482,165.831,DE
Delaware,2050,Repeal,25292,191.123,DE
District of Columbia,2020,ACCII,3,0.003,DC
District of Columbia,2021,ACCII,6,0.009,DC
District of Columbia,2022,ACCII,13,0.022,DC
District of Columbia,2023,ACCII,24,0.046,DC
District of Columbia,2024,ACCII,41,0.087,DC
District of Columbia,2025,ACCII,62,0.149,DC
District of Columbia,2026,ACCII,85,0.234,DC
District of Columbia,2027,ACCII,135,0.369,DC
District of Columbia,2028,ACCII,195,0.564,DC
District of Columbia,2029,ACCII,275,0.839,DC
District of Columbia,2030,ACCII,401,1.24,DC
District of Columbia,2031,ACCII,553,1.793,DC
District of Columbia,2032,ACCII,747,2.54,DC
District of Columbia,2033,ACCII,978,3.518,DC
District of Columbia,2034,ACCII,1314,4.832,DC
District of Columbia,2035,ACCII,1752,6.584,DC
District of Columbia,2036,ACCII,2317,8.901,DC
District of Columbia,2037,ACCII,2947,11.848,DC
District of Columbia,2038,ACCII,3645,15.493,DC
District of Columbia,2039,ACCII,4504,19.997,DC
District of Columbia,2040,ACCII,5505,25.502,DC
District of Columbia,2041,ACCII,6654,32.156,DC
District of Columbia,2042,ACCII,7955,40.111,DC
District of Columbia,2043,ACCII,9358,49.469,DC
District of Columbia,2044,ACCII,10843,60.312,DC
District of Columbia,2045,ACCII,12338,72.65,DC
District of Columbia,2046,ACCII,13793,86.443,DC
District of Columbia,2047,ACCII,15202,101.645,DC
District of Columbia,2048,ACCII,16542,118.187,DC
District of Columbia,2049,ACCII,17734,135.921,DC
District of Columbia,2050,ACCII,18785,154.706,DC
District of Columbia,2020,Repeal,3,0.003,DC
District of Columbia,2021,Repeal,6,0.009,DC
District of Columbia,2022,Repeal,13,0.022,DC
District of Columbia,2023,Repeal,24,0.046,DC
District of Columbia,2024,Repeal,41,0.087,DC
District of Columbia,2025,Repeal,62,0.149,DC
District of Columbia,2026,Repeal,84,0.233,DC
District of Columbia,2027,Repeal,133,0.366,DC
District of Columbia,2028,Repeal,188,0.554,DC
District of Columbia,2029,Repeal,265,0.819,DC
District of Columbia,2030,Repeal,369,1.188,DC
District of Columbia,2031,Repeal,517,1.705,DC
District of Columbia,2032,Repeal,689,2.394,DC
District of Columbia,2033,Repeal,890,3.284,DC
District of Columbia,2034,Repeal,1172,4.456,DC
District of Columbia,2035,Repeal,1536,5.992,DC
District of Columbia,2036,Repeal,1996,7.988,DC
District of Columbia,2037,Repeal,2456,10.444,DC
District of Columbia,2038,Repeal,2805,13.249,DC
District of Columbia,2039,Repeal,3129,16.378,DC
District of Columbia,2040,Repeal,3469,19.847,DC
District of Columbia,2041,Repeal,3853,23.7,DC
District of Columbia,2042,Repeal,4349,28.049,DC
District of Columbia,2043,Repeal,4968,33.017,DC
District of Columbia,2044,Repeal,5683,38.7,DC
District of Columbia,2045,Repeal,6518,45.218,DC
District of Columbia,2046,Repeal,7421,52.639,DC
District of Columbia,2047,Repeal,8356,60.995,DC
District of Columbia,2048,Repeal,9276,70.271,DC
District of Columbia,2049,Repeal,10155,80.426,DC
District of Columbia,2050,Repeal,10970,91.396,DC
Florida,2020,ACCII,88,0.088,FL
Florida,2021,ACCII,143,0.231,FL
Florida,2022,ACCII,193,0.424,FL
Florida,2023,ACCII,300,0.724,FL
Florida,2024,ACCII,485,1.209,FL
Florida,2025,ACCII,773,1.982,FL
Florida,2026,ACCII,1301,3.283,FL
Florida,2027,ACCII,2373,5.656,FL
Florida,2028,ACCII,3845,9.501,FL
Florida,2029,ACCII,5911,15.412,FL
Florida,2030,ACCII,8660,24.072,FL
Florida,2031,ACCII,12623,36.695,FL
Florida,2032,ACCII,17328,54.023,FL
Florida,2033,ACCII,23208,77.231,FL
Florida,2034,ACCII,31630,108.861,FL
Florida,2035,ACCII,42952,151.813,FL
Florida,2036,ACCII,57796,209.609,FL
Florida,2037,ACCII,74864,284.473,FL
Florida,2038,ACCII,91641,376.114,FL
Florida,2039,ACCII,110761,486.875,FL
Florida,2040,ACCII,133572,620.447,FL
Florida,2041,ACCII,160500,780.947,FL
Florida,2042,ACCII,192561,973.508,FL
Florida,2043,ACCII,229460,1202.968,FL
Florida,2044,ACCII,271370,1474.338,FL
Florida,2045,ACCII,316977,1791.315,FL
Florida,2046,ACCII,366144,2157.459,FL
Florida,2047,ACCII,415784,2573.243,FL
Florida,2048,ACCII,464164,3037.407,FL
Florida,2049,ACCII,509939,3547.346,FL
Florida,2050,ACCII,552373,4099.719,FL
Florida,2020,Repeal,88,0.088,FL
Florida,2021,Repeal,143,0.231,FL
Florida,2022,Repeal,193,0.424,FL
Florida,2023,Repeal,300,0.724,FL
Florida,2024,Repeal,485,1.209,FL
Florida,2025,Repeal,773,1.982,FL
Florida,2026,Repeal,1297,3.279,FL
Florida,2027,Repeal,2358,5.637,FL
Florida,2028,Repeal,3806,9.443,FL
Florida,2029,Repeal,5835,15.278,FL
Florida,2030,Repeal,8526,23.804,FL
Florida,2031,Repeal,12408,36.212,FL
Florida,2032,Repeal,17012,53.224,FL
Florida,2033,Repeal,22777,76.001,FL
Florida,2034,Repeal,31082,107.083,FL
Florida,2035,Repeal,42236,149.319,FL
Florida,2036,Repeal,56854,206.173,FL
Florida,2037,Repeal,73619,279.792,FL
Florida,2038,Repeal,89999,369.791,FL
Florida,2039,Repeal,108573,478.364,FL
Florida,2040,Repeal,130668,609.032,FL
Florida,2041,Repeal,156684,765.716,FL
Florida,2042,Repeal,187628,953.344,FL
Florida,2043,Repeal,223250,1176.594,FL
Florida,2044,Repeal,263778,1440.372,FL
Florida,2045,Repeal,307951,1748.323,FL
Florida,2046,Repeal,355676,2103.999,FL
Florida,2047,Repeal,403915,2507.914,FL
Florida,2048,Repeal,450966,2958.88,FL
Florida,2049,Repeal,495541,3454.421,FL
Florida,2050,Repeal,536859,3991.28,FL
Georgia,2020,ACCII,83,0.083,GA
Georgia,2021,ACCII,124,0.207,GA
Georgia,2022,ACCII,161,0.368,GA
Georgia,2023,ACCII,231,0.599,GA
Georgia,2024,ACCII,373,0.972,GA
Georgia,2025,ACCII,573,1.545,GA
Georgia,2026,ACCII,896,2.441,GA
Georgia,2027,ACCII,1690,4.131,GA
Georgia,2028,ACCII,2735,6.866,GA
Georgia,2029,ACCII,4067,10.933,GA
Georgia,2030,ACCII,5526,16.459,GA
Georgia,2031,ACCII,7346,23.805,GA
Georgia,2032,ACCII,9260,33.065,GA
Georgia,2033,ACCII,11537,44.602,GA
Georgia,2034,ACCII,14698,59.3,GA
Georgia,2035,ACCII,19067,78.367,GA
Georgia,2036,ACCII,25013,103.38,GA
Georgia,2037,ACCII,32151,135.531,GA
Georgia,2038,ACCII,40523,176.054,GA
Georgia,2039,ACCII,50555,226.609,GA
Georgia,2040,ACCII,62609,289.218,GA
Georgia,2041,ACCII,76420,365.638,GA
Georgia,2042,ACCII,92151,457.789,GA
Georgia,2043,ACCII,109359,567.148,GA
Georgia,2044,ACCII,127826,694.974,GA
Georgia,2045,ACCII,147259,842.233,GA
Georgia,2046,ACCII,167880,1010.113,GA
Georgia,2047,ACCII,188510,1198.623,GA
Georgia,2048,ACCII,208525,1407.148,GA
Georgia,2049,ACCII,227479,1634.627,GA
Georgia,2050,ACCII,245062,1879.689,GA
Georgia,2020,Repeal,83,0.083,GA
Georgia,2021,Repeal,124,0.207,GA
Georgia,2022,Repeal,161,0.368,GA
Georgia,2023,Repeal,231,0.599,GA
Georgia,2024,Repeal,373,0.972,GA
Georgia,2025,Repeal,573,1.545,GA
Georgia,2026,Repeal,894,2.439,GA
Georgia,2027,Repeal,1682,4.121,GA
Georgia,2028,Repeal,2714,6.835,GA
Georgia,2029,Repeal,4029,10.864,GA
Georgia,2030,Repeal,5461,16.325,GA
Georgia,2031,Repeal,7242,23.567,GA
Georgia,2032,Repeal,9110,32.677,GA
Georgia,2033,Repeal,11327,44.004,GA
Georgia,2034,Repeal,14430,58.434,GA
Georgia,2035,Repeal,18712,77.146,GA
Georgia,2036,Repeal,24550,101.696,GA
Georgia,2037,Repeal,31545,133.241,GA
Georgia,2038,Repeal,39731,172.972,GA
Georgia,2039,Repeal,49503,222.475,GA
Georgia,2040,Repeal,61221,283.696,GA
Georgia,2041,Repeal,74606,358.302,GA
Georgia,2042,Repeal,89806,448.108,GA
Georgia,2043,Repeal,106418,554.526,GA
Georgia,2044,Repeal,124232,678.758,GA
Georgia,2045,Repeal,143001,821.759,GA
Georgia,2046,Repeal,162947,984.706,GA
Georgia,2047,Repeal,182937,1167.643,GA
Georgia,2048,Repeal,202346,1369.989,GA
Georgia,2049,Repeal,220737,1590.726,GA
Georgia,2050,Repeal,237826,1828.552,GA
Hawaii,2020,ACCII,27,0.027,HI
Hawaii,2021,ACCII,42,0.069,HI
Hawaii,2022,ACCII,56,0.125,HI
Hawaii,2023,ACCII,83,0.208,HI
Hawaii,2024,ACCII,120,0.328,HI
Hawaii,2025,ACCII,184,0.512,HI
Hawaii,2026,ACCII,264,0.776,HI
Hawaii,2027,ACCII,463,1.239,HI
Hawaii,2028,ACCII,740,1.979,HI
Hawaii,2029,ACCII,1080,3.059,HI
Hawaii,2030,ACCII,1493,4.552,HI
Hawaii,2031,ACCII,2043,6.595,HI
Hawaii,2032,ACCII,2592,9.187,HI
Hawaii,2033,ACCII,3202,12.389,HI
Hawaii,2034,ACCII,4021,16.41,HI
Hawaii,2035,ACCII,4990,21.4,HI
Hawaii,2036,ACCII,6157,27.557,HI
Hawaii,2037,ACCII,7400,34.957,HI
Hawaii,2038,ACCII,8322,43.279,HI
Hawaii,2039,ACCII,9239,52.518,HI
Hawaii,2040,ACCII,10283,62.801,HI
Hawaii,2041,ACCII,11528,74.329,HI
Hawaii,2042,ACCII,13123,87.452,HI
Hawaii,2043,ACCII,15063,102.515,HI
Hawaii,2044,ACCII,17317,119.832,HI
Hawaii,2045,ACCII,19776,139.608,HI
Hawaii,2046,ACCII,22481,162.089,HI
Hawaii,2047,ACCII,25242,187.331,HI
Hawaii,2048,ACCII,27959,215.29,HI
Hawaii,2049,ACCII,30548,245.838,HI
Hawaii,2050,ACCII,32965,278.803,HI
Hawaii,2020,Repeal,27,0.027,HI
Hawaii,2021,Repeal,42,0.069,HI
Hawaii,2022,Repeal,56,0.125,HI
Hawaii,2023,Repeal,83,0.208,HI
Hawaii,2024,Repeal,120,0.328,HI
Hawaii,2025,Repeal,184,0.512,HI
Hawaii,2026,Repeal,264,0.776,HI
Hawaii,2027,Repeal,462,1.238,HI
Hawaii,2028,Repeal,735,1.973,HI
Hawaii,2029,Repeal,1073,3.046,HI
Hawaii,2030,Repeal,1484,4.53,HI
Hawaii,2031,Repeal,2030,6.56,HI
Hawaii,2032,Repeal,2574,9.134,HI
Hawaii,2033,Repeal,3176,12.31,HI
Hawaii,2034,Repeal,3985,16.295,HI
Hawaii,2035,Repeal,4945,21.24,HI
Hawaii,2036,Repeal,6100,27.34,HI
Hawaii,2037,Repeal,7325,34.665,HI
Hawaii,2038,Repeal,8226,42.891,HI
Hawaii,2039,Repeal,9101,51.992,HI
Hawaii,2040,Repeal,10099,62.091,HI
Hawaii,2041,Repeal,11292,73.383,HI
Hawaii,2042,Repeal,12824,86.207,HI
Hawaii,2043,Repeal,14679,100.886,HI
Hawaii,2044,Repeal,16854,117.74,HI
Hawaii,2045,Repeal,19223,136.963,HI
Hawaii,2046,Repeal,21850,158.813,HI
Hawaii,2047,Repeal,24522,183.335,HI
Hawaii,2048,Repeal,27162,210.497,HI
Hawaii,2049,Repeal,29684,240.181,HI
Hawaii,2050,Repeal,32041,272.222,HI
Idaho,2020,ACCII,2,0.002,ID
Idaho,2021,ACCII,4,0.006,ID
Idaho,2022,ACCII,12,0.018,ID
Idaho,2023,ACCII,22,0.04,ID
Idaho,2024,ACCII,42,0.082,ID
Idaho,2025,ACCII,60,0.142,ID
Idaho,2026,ACCII,93,0.235,ID
Idaho,2027,ACCII,154,0.389,ID
Idaho,2028,ACCII,227,0.616,ID
Idaho,2029,ACCII,332,0.948,ID
Idaho,2030,ACCII,496,1.444,ID
Idaho,2031,ACCII,714,2.158,ID
Idaho,2032,ACCII,1026,3.184,ID
Idaho,2033,ACCII,1410,4.594,ID
Idaho,2034,ACCII,1945,6.539,ID
Idaho,2035,ACCII,2672,9.211,ID
Idaho,2036,ACCII,3653,12.864,ID
Idaho,2037,ACCII,4832,17.696,ID
Idaho,2038,ACCII,6592,24.288,ID
Idaho,2039,ACCII,8822,33.11,ID
Idaho,2040,ACCII,11550,44.66,ID
Idaho,2041,ACCII,14690,59.35,ID
Idaho,2042,ACCII,18169,77.519,ID
Idaho,2043,ACCII,21925,99.444,ID
Idaho,2044,ACCII,25971,125.415,ID
Idaho,2045,ACCII,30220,155.635,ID
Idaho,2046,ACCII,34724,190.359,ID
Idaho,2047,ACCII,39233,229.592,ID
Idaho,2048,ACCII,43614,273.206,ID
Idaho,2049,ACCII,47802,321.008,ID
Idaho,2050,ACCII,51751,372.759,ID
Idaho,2020,Repeal,2,0.002,ID
Idaho,2021,Repeal,4,0.006,ID
Idaho,2022,Repeal,12,0.018,ID
Idaho,2023,Repeal,22,0.04,ID
Idaho,2024,Repeal,42,0.082,ID
Idaho,2025,Repeal,60,0.142,ID
Idaho,2026,Repeal,93,0.235,ID
Idaho,2027,Repeal,151,0.386,ID
Idaho,2028,Repeal,222,0.608,ID
Idaho,2029,Repeal,325,0.933,ID
Idaho,2030,Repeal,485,1.418,ID
Idaho,2031,Repeal,698,2.116,ID
Idaho,2032,Repeal,1001,3.117,ID
Idaho,2033,Repeal,1370,4.487,ID
Idaho,2034,Repeal,1900,6.387,ID
Idaho,2035,Repeal,2611,8.998,ID
Idaho,2036,Repeal,3573,12.571,ID
Idaho,2037,Repeal,4728,17.299,ID
Idaho,2038,Repeal,6453,23.752,ID
Idaho,2039,Repeal,8627,32.379,ID
Idaho,2040,Repeal,11295,43.674,ID
Idaho,2041,Repeal,14353,58.027,ID
Idaho,2042,Repeal,17735,75.762,ID
Idaho,2043,Repeal,21376,97.138,ID
Idaho,2044,Repeal,25296,122.434,ID
Idaho,2045,Repeal,29421,151.855,ID
Idaho,2046,Repeal,33797,185.652,ID
Idaho,2047,Repeal,38176,223.828,ID
Idaho,2048,Repeal,42447,266.275,ID
Idaho,2049,Repeal,46519,312.794,ID
Idaho,2050,Repeal,50361,363.155,ID
Illinois,2020,ACCII,52,0.052,IL
Illinois,2021,ACCII,83,0.135,IL
Illinois,2022,ACCII,106,0.241,IL
Illinois,2023,ACCII,165,0.406,IL
Illinois,2024,ACCII,247,0.653,IL
Illinois,2025,ACCII,396,1.049,IL
Illinois,2026,ACCII,649,1.698,IL
Illinois,2027,ACCII,1195,2.893,IL
Illinois,2028,ACCII,1939,4.832,IL
Illinois,2029,ACCII,2979,7.811,IL
Illinois,2030,ACCII,4348,12.159,IL
Illinois,2031,ACCII,6284,18.443,IL
Illinois,2032,ACCII,8529,26.972,IL
Illinois,2033,ACCII,11228,38.2,IL
Illinois,2034,ACCII,14930,53.13,IL
Illinois,2035,ACCII,19890,73.02,IL
Illinois,2036,ACCII,26343,99.363,IL
Illinois,2037,ACCII,33835,133.198,IL
Illinois,2038,ACCII,41612,174.81,IL
Illinois,2039,ACCII,50617,225.427,IL
Illinois,2040,ACCII,61435,286.862,IL
Illinois,2041,ACCII,74115,360.977,IL
Illinois,2042,ACCII,88989,449.966,IL
Illinois,2043,ACCII,105762,555.728,IL
Illinois,2044,ACCII,123587,679.315,IL
Illinois,2045,ACCII,142488,821.803,IL
Illinois,2046,ACCII,162506,984.309,IL
Illinois,2047,ACCII,182460,1166.769,IL
Illinois,2048,ACCII,201658,1368.427,IL
Illinois,2049,ACCII,219574,1588.001,IL
Illinois,2050,ACCII,235790,1823.791,IL
Illinois,2020,Repeal,52,0.052,IL
Illinois,2021,Repeal,83,0.135,IL
Illinois,2022,Repeal,106,0.241,IL
Illinois,2023,Repeal,165,0.406,IL
Illinois,2024,Repeal,247,0.653,IL
Illinois,2025,Repeal,396,1.049,IL
Illinois,2026,Repeal,647,1.696,IL
Illinois,2027,Repeal,1187,2.883,IL
Illinois,2028,Repeal,1918,4.801,IL
Illinois,2029,Repeal,2935,7.736,IL
Illinois,2030,Repeal,4273,12.009,IL
Illinois,2031,Repeal,6165,18.174,IL
Illinois,2032,Repeal,8356,26.53,IL
Illinois,2033,Repeal,10990,37.52,IL
Illinois,2034,Repeal,14626,52.146,IL
Illinois,2035,Repeal,19492,71.638,IL
Illinois,2036,Repeal,25832,97.47,IL
Illinois,2037,Repeal,33173,130.643,IL
Illinois,2038,Repeal,40753,171.396,IL
Illinois,2039,Repeal,49488,220.884,IL
Illinois,2040,Repeal,59958,280.842,IL
Illinois,2041,Repeal,72196,353.038,IL
Illinois,2042,Repeal,86532,439.57,IL
Illinois,2043,Repeal,102696,542.266,IL
Illinois,2044,Repeal,119884,662.15,IL
Illinois,2045,Repeal,138119,800.269,IL
Illinois,2046,Repeal,157478,957.747,IL
Illinois,2047,Repeal,176810,1134.557,IL
Illinois,2048,Repeal,195442,1329.999,IL
Illinois,2049,Repeal,212841,1542.84,IL
Illinois,2050,Repeal,228613,1771.453,IL
Indiana,2020,ACCII,14,0.014,IN
Indiana,2021,ACCII,31,0.045,IN
Indiana,2022,ACCII,42,0.087,IN
Indiana,2023,ACCII,70,0.157,IN
Indiana,2024,ACCII,96,0.253,IN
Indiana,2025,ACCII,132,0.385,IN
Indiana,2026,ACCII,224,0.609,IN
Indiana,2027,ACCII,411,1.02,IN
Indiana,2028,ACCII,679,1.699,IN
Indiana,2029,ACCII,1063,2.762,IN
Indiana,2030,ACCII,1601,4.363,IN
Indiana,2031,ACCII,2340,6.703,IN
Indiana,2032,ACCII,3271,9.974,IN
Indiana,2033,ACCII,4422,14.396,IN
Indiana,2034,ACCII,6025,20.421,IN
Indiana,2035,ACCII,8130,28.551,IN
Indiana,2036,ACCII,10935,39.486,IN
Indiana,2037,ACCII,14349,53.835,IN
Indiana,2038,ACCII,19237,73.072,IN
Indiana,2039,ACCII,25335,98.407,IN
Indiana,2040,ACCII,32812,131.219,IN
Indiana,2041,ACCII,41382,172.601,IN
Indiana,2042,ACCII,50912,223.513,IN
Indiana,2043,ACCII,61055,284.568,IN
Indiana,2044,ACCII,71474,356.042,IN
Indiana,2045,ACCII,82185,438.227,IN
Indiana,2046,ACCII,93388,531.615,IN
Indiana,2047,ACCII,104451,636.066,IN
Indiana,2048,ACCII,115150,751.216,IN
Indiana,2049,ACCII,125195,876.411,IN
Indiana,2050,ACCII,134462,1010.873,IN
Indiana,2020,Repeal,14,0.014,IN
Indiana,2021,Repeal,31,0.045,IN
Indiana,2022,Repeal,42,0.087,IN
Indiana,2023,Repeal,70,0.157,IN
Indiana,2024,Repeal,96,0.253,IN
Indiana,2025,Repeal,132,0.385,IN
Indiana,2026,Repeal,223,0.608,IN
Indiana,2027,Repeal,408,1.016,IN
Indiana,2028,Repeal,667,1.683,IN
Indiana,2029,Repeal,1040,2.723,IN
Indiana,2030,Repeal,1563,4.286,IN
Indiana,2031,Repeal,2275,6.561,IN
Indiana,2032,Repeal,3178,9.739,IN
Indiana,2033,Repeal,4296,14.035,IN
Indiana,2034,Repeal,5861,19.896,IN
Indiana,2035,Repeal,7914,27.81,IN
Indiana,2036,Repeal,10653,38.463,IN
Indiana,2037,Repeal,13979,52.442,IN
Indiana,2038,Repeal,18760,71.202,IN
Indiana,2039,Repeal,24707,95.909,IN
Indiana,2040,Repeal,31982,127.891,IN
Indiana,2041,Repeal,40309,168.2,IN
Indiana,2042,Repeal,49524,217.724,IN
Indiana,2043,Repeal,59320,277.044,IN
Indiana,2044,Repeal,69370,346.414,IN
Indiana,2045,Repeal,79697,426.111,IN
Indiana,2046,Repeal,90522,516.633,IN
Indiana,2047,Repeal,101224,617.857,IN
Indiana,2048,Repeal,111578,729.435,IN
Indiana,2049,Repeal,121321,850.756,IN
Indiana,2050,Repeal,130320,981.076,IN
Iowa,2020,ACCII,4,0.004,IA
Iowa,2021,ACCII,9,0.013,IA
Iowa,2022,ACCII,17,0.03,IA
Iowa,2023,ACCII,33,0.063,IA
Iowa,2024,ACCII,48,0.111,IA
Iowa,2025,ACCII,79,0.19,IA
Iowa,2026,ACCII,111,0.301,IA
Iowa,2027,ACCII,200,0.501,IA
Iowa,2028,ACCII,312,0.813,IA
Iowa,2029,ACCII,464,1.277,IA
Iowa,2030,ACCII,677,1.954,IA
Iowa,2031,ACCII,1006,2.96,IA
Iowa,2032,ACCII,1400,4.36,IA
Iowa,2033,ACCII,1894,6.254,IA
Iowa,2034,ACCII,2605,8.859,IA
Iowa,2035,ACCII,3548,12.407,IA
Iowa,2036,ACCII,4780,17.187,IA
Iowa,2037,ACCII,6322,23.509,IA
Iowa,2038,ACCII,8666,32.175,IA
Iowa,2039,ACCII,11631,43.806,IA
Iowa,2040,ACCII,15286,59.092,IA
Iowa,2041,ACCII,19472,78.564,IA
Iowa,2042,ACCII,24105,102.669,IA
Iowa,2043,ACCII,29030,131.699,IA
Iowa,2044,ACCII,34093,165.792,IA
Iowa,2045,ACCII,39277,205.069,IA
Iowa,2046,ACCII,44665,249.734,IA
Iowa,2047,ACCII,49991,299.725,IA
Iowa,2048,ACCII,55111,354.836,IA
Iowa,2049,ACCII,59947,414.783,IA
Iowa,2050,ACCII,64403,479.186,IA
Iowa,2020,Repeal,4,0.004,IA
Iowa,2021,Repeal,9,0.013,IA
Iowa,2022,Repeal,17,0.03,IA
Iowa,2023,Repeal,33,0.063,IA
Iowa,2024,Repeal,48,0.111,IA
Iowa,2025,Repeal,79,0.19,IA
Iowa,2026,Repeal,110,0.3,IA
Iowa,2027,Repeal,197,0.497,IA
Iowa,2028,Repeal,307,0.804,IA
Iowa,2029,Repeal,455,1.259,IA
Iowa,2030,Repeal,659,1.918,IA
Iowa,2031,Repeal,976,2.894,IA
Iowa,2032,Repeal,1357,4.251,IA
Iowa,2033,Repeal,1835,6.086,IA
Iowa,2034,Repeal,2533,8.619,IA
Iowa,2035,Repeal,3449,12.068,IA
Iowa,2036,Repeal,4651,16.719,IA
Iowa,2037,Repeal,6150,22.869,IA
Iowa,2038,Repeal,8436,31.305,IA
Iowa,2039,Repeal,11335,42.64,IA
Iowa,2040,Repeal,14894,57.534,IA
Iowa,2041,Repeal,18965,76.499,IA
Iowa,2042,Repeal,23456,99.955,IA
Iowa,2043,Repeal,28222,128.177,IA
Iowa,2044,Repeal,33108,161.285,IA
Iowa,2045,Repeal,38108,199.393,IA
Iowa,2046,Repeal,43317,242.71,IA
Iowa,2047,Repeal,48472,291.182,IA
Iowa,2048,Repeal,53433,344.615,IA
Iowa,2049,Repeal,58121,402.736,IA
Iowa,2050,Repeal,62452,465.188,IA
Kansas,2020,ACCII,5,0.005,KS
Kansas,2021,ACCII,12,0.017,KS
Kansas,2022,ACCII,18,0.035,KS
Kansas,2023,ACCII,37,0.072,KS
Kansas,2024,ACCII,53,0.125,KS
Kansas,2025,ACCII,78,0.203,KS
Kansas,2026,ACCII,120,0.323,KS
Kansas,2027,ACCII,203,0.526,KS
Kansas,2028,ACCII,314,0.84,KS
Kansas,2029,ACCII,474,1.314,KS
Kansas,2030,ACCII,710,2.024,KS
Kansas,2031,ACCII,1028,3.052,KS
Kansas,2032,ACCII,1437,4.489,KS
Kansas,2033,ACCII,1929,6.418,KS
Kansas,2034,ACCII,2623,9.041,KS
Kansas,2035,ACCII,3528,12.569,KS
Kansas,2036,ACCII,4732,17.301,KS
Kansas,2037,ACCII,6196,23.497,KS
Kansas,2038,ACCII,8310,31.807,KS
Kansas,2039,ACCII,10966,42.773,KS
Kansas,2040,ACCII,14170,56.943,KS
Kansas,2041,ACCII,17828,74.771,KS
Kansas,2042,ACCII,21869,96.64,KS
Kansas,2043,ACCII,26119,122.759,KS
Kansas,2044,ACCII,30444,153.203,KS
Kansas,2045,ACCII,34803,188.006,KS
Kansas,2046,ACCII,39273,227.279,KS
Kansas,2047,ACCII,43647,270.926,KS
Kansas,2048,ACCII,47838,318.764,KS
Kansas,2049,ACCII,51768,370.532,KS
Kansas,2050,ACCII,55366,425.898,KS
Kansas,2020,Repeal,5,0.005,KS
Kansas,2021,Repeal,12,0.017,KS
Kansas,2022,Repeal,18,0.035,KS
Kansas,2023,Repeal,37,0.072,KS
Kansas,2024,Repeal,53,0.125,KS
Kansas,2025,Repeal,78,0.203,KS
Kansas,2026,Repeal,119,0.322,KS
Kansas,2027,Repeal,200,0.522,KS
Kansas,2028,Repeal,309,0.831,KS
Kansas,2029,Repeal,465,1.296,KS
Kansas,2030,Repeal,694,1.99,KS
Kansas,2031,Repeal,1001,2.991,KS
Kansas,2032,Repeal,1397,4.388,KS
Kansas,2033,Repeal,1877,6.265,KS
Kansas,2034,Repeal,2556,8.821,KS
Kansas,2035,Repeal,3438,12.259,KS
Kansas,2036,Repeal,4613,16.872,KS
Kansas,2037,Repeal,6040,22.912,KS
Kansas,2038,Repeal,8107,31.019,KS
Kansas,2039,Repeal,10693,41.712,KS
Kansas,2040,Repeal,13816,55.528,KS
Kansas,2041,Repeal,17369,72.897,KS
Kansas,2042,Repeal,21283,94.18,KS
Kansas,2043,Repeal,25389,119.569,KS
Kansas,2044,Repeal,29547,149.116,KS
Kansas,2045,Repeal,33746,182.862,KS
Kansas,2046,Repeal,38064,220.926,KS
Kansas,2047,Repeal,42284,263.21,KS
Kansas,2048,Repeal,46332,309.542,KS
Kansas,2049,Repeal,50144,359.686,KS
Kansas,2050,Repeal,53630,413.316,KS
Kentucky,2020,ACCII,2,0.002,KY
Kentucky,2021,ACCII,8,0.01,KY
Kentucky,2022,ACCII,13,0.023,KY
Kentucky,2023,ACCII,32,0.055,KY
Kentucky,2024,ACCII,49,0.104,KY
Kentucky,2025,ACCII,74,0.178,KY
Kentucky,2026,ACCII,123,0.301,KY
Kentucky,2027,ACCII,198,0.499,KY
Kentucky,2028,ACCII,335,0.834,KY
Kentucky,2029,ACCII,520,1.354,KY
Kentucky,2030,ACCII,786,2.14,KY
Kentucky,2031,ACCII,1180,3.32,KY
Kentucky,2032,ACCII,1677,4.997,KY
Kentucky,2033,ACCII,2320,7.317,KY
Kentucky,2034,ACCII,3231,10.548,KY
Kentucky,2035,ACCII,4432,14.98,KY
Kentucky,2036,ACCII,6078,21.058,KY
Kentucky,2037,ACCII,8117,29.175,KY
Kentucky,2038,ACCII,11333,40.508,KY
Kentucky,2039,ACCII,15421,55.929,KY
Kentucky,2040,ACCII,20454,76.383,KY
Kentucky,2041,ACCII,26201,102.584,KY
Kentucky,2042,ACCII,32512,135.096,KY
Kentucky,2043,ACCII,39131,174.227,KY
Kentucky,2044,ACCII,45824,220.051,KY
Kentucky,2045,ACCII,52613,272.664,KY
Kentucky,2046,ACCII,59614,332.278,KY
Kentucky,2047,ACCII,66508,398.786,KY
Kentucky,2048,ACCII,73093,471.879,KY
Kentucky,2049,ACCII,79304,551.183,KY
Kentucky,2050,ACCII,85040,636.223,KY
Kentucky,2020,Repeal,2,0.002,KY
Kentucky,2021,Repeal,8,0.01,KY
Kentucky,2022,Repeal,13,0.023,KY
Kentucky,2023,Repeal,32,0.055,KY
Kentucky,2024,Repeal,49,0.104,KY
Kentucky,2025,Repeal,74,0.178,KY
Kentucky,2026,Repeal,121,0.299,KY
Kentucky,2027,Repeal,195,0.494,KY
Kentucky,2028,Repeal,329,0.823,KY
