State,Sale Year,Propulsion,Global Segment,Sales
New Hampshire,2019,BEV,Car,436.61689637570186
New Hampshire,2019,BEV,SUV,130.49770290964776
New Hampshire,2019,PHEV,Car,233.46813268729036
New Hampshire,2019,PHEV,SUV,101.63212821468507
New Jersey,2019,BEV,Car,4641.927003573252
New Jersey,2019,BEV,SUV,1387.3966309341502
New Jersey,2019,PHEV,Car,1241.6259783824078
New Jersey,2019,PHEV,SUV,540.4981364144614
New Mexico,2019,BEV,Car,436.61689637570186
New Mexico,2019,BEV,SUV,130.49770290964776
New Mexico,2019,PHEV,Car,169.7950055907566
New Mexico,2019,PHEV,SUV,73.9142750652255
New York,2019,BEV,Car,5285.362429811128
New York,2019,BEV,SUV,1579.709035222052
New York,2019,PHEV,Car,2971.412597838241
New York,2019,PHEV,SUV,1293.4998136414463
North Carolina,2019,BEV,Car,2665.661051556917
North Carolina,2019,BEV,SUV,796.7228177641654
North Carolina,2019,PHEV,Car,859.5872158032054
North Carolina,2019,PHEV,SUV,374.19101751770404
North Dakota,2019,BEV,Car,45.95967330270546
North Dakota,2019,BEV,SUV,13.736600306278714
North Dakota,2019,PHEV,Car,21.224375698844575
North Dakota,2019,PHEV,SUV,9.239284383153187
Ohio,2019,BEV,Car,2343.9433384379786
Ohio,2019,BEV,SUV,700.5666156202144
Ohio,2019,PHEV,Car,912.6481550503169
Ohio,2019,PHEV,SUV,397.28922847558704
Oklahoma,2019,BEV,Car,781.3144461459929
Oklahoma,2019,BEV,SUV,233.52220520673814
Oklahoma,2019,PHEV,Car,169.7950055907566
Oklahoma,2019,PHEV,SUV,73.9142750652255
Oregon,2019,BEV,Car,4320.209290454313
Oregon,2019,BEV,SUV,1291.240428790199
Oregon,2019,PHEV,Car,1103.6675363399181
Oregon,2019,PHEV,SUV,480.44278792396574
Pennsylvania,2019,BEV,Car,2757.5803981623276
Pennsylvania,2019,BEV,SUV,824.1960183767228
Pennsylvania,2019,PHEV,Car,1188.5650391352963
Pennsylvania,2019,PHEV,SUV,517.3999254565784
Rhode Island,2019,BEV,Car,252.77820316488004
Rhode Island,2019,BEV,SUV,75.55130168453293
Rhode Island,2019,PHEV,Car,137.95844204248976
Rhode Island,2019,PHEV,SUV,60.05534849049572
South Carolina,2019,BEV,Car,689.3950995405819
South Carolina,2019,BEV,SUV,206.0490045941807
South Carolina,2019,PHEV,Car,275.91688408497953
South Carolina,2019,PHEV,SUV,120.11069698099143
South Dakota,2019,BEV,Car,68.9395099540582
South Dakota,2019,BEV,SUV,20.604900459418072
South Dakota,2019,PHEV,Car,42.44875139768915
South Dakota,2019,PHEV,SUV,18.478568766306374
Tennessee,2019,BEV,Car,1309.8506891271056
Tennessee,2019,BEV,SUV,391.49310872894335
Tennessee,2019,PHEV,Car,382.0387625792024
Tennessee,2019,PHEV,SUV,166.30711889675734
Texas,2019,BEV,Car,8824.257274119449
Texas,2019,BEV,SUV,2637.4272588055132
Texas,2019,PHEV,Car,1920.8060007454342
Texas,2019,PHEV,SUV,836.1552366753633
Utah,2019,BEV,Car,1838.3869321082184
Utah,2019,BEV,SUV,549.4640122511486
Utah,2019,PHEV,Car,466.9362653745807
Utah,2019,PHEV,SUV,203.26425642937014
Vermont,2019,BEV,Car,390.65722307299643
Vermont,2019,BEV,SUV,116.76110260336907
Vermont,2019,PHEV,Car,212.24375698844577
Vermont,2019,PHEV,SUV,92.39284383153186
Virginia,2019,BEV,Car,3446.9754977029093
Virginia,2019,BEV,SUV,1030.2450229709034
Virginia,2019,PHEV,Car,1039.9944092433843
Virginia,2019,PHEV,SUV,452.72493477450615
Washington,2019,BEV,Car,9283.854007146503
Washington,2019,BEV,SUV,2774.7932618683003
Washington,2019,PHEV,Car,1708.5622437569884
Washington,2019,PHEV,SUV,743.7623928438315
West Virginia,2019,BEV,Car,91.91934660541092
West Virginia,2019,BEV,SUV,27.473200612557427
West Virginia,2019,PHEV,Car,63.673127096533726
West Virginia,2019,PHEV,SUV,27.717853149459557
Wisconsin,2019,BEV,Car,1080.0523226135783
Wisconsin,2019,BEV,SUV,322.81010719754977
Wisconsin,2019,PHEV,Car,562.4459560193814
Wisconsin,2019,PHEV,SUV,244.84103615355946
Wyoming,2019,BEV,Car,45.95967330270546
Wyoming,2019,BEV,SUV,13.736600306278714
Wyoming,2019,PHEV,Car,21.224375698844575
Wyoming,2019,PHEV,SUV,9.239284383153187
Alabama,2020,BEV,Car,361.4654038669153
Alabama,2020,BEV,SUV,367.5705172244578
Alabama,2020,PHEV,Car,120.6157469717362
Alabama,2020,PHEV,SUV,132.6843876177658
Alaska,2020,BEV,Car,112.17891844145647
Alaska,2020,BEV,SUV,114.07360879379723
Alaska,2020,PHEV,Car,22.97442799461642
Alaska,2020,PHEV,SUV,25.273216689098252
Arizona,2020,BEV,Car,3589.725390126607
Arizona,2020,BEV,SUV,3650.3554814015115
Arizona,2020,PHEV,Car,643.2839838492598
Arizona,2020,PHEV,SUV,707.650067294751
Arkansas,2020,BEV,Car,162.03621552654823
Arkansas,2020,BEV,SUV,164.77299047992932
Arkansas,2020,PHEV,Car,63.17967698519516
Arkansas,2020,PHEV,SUV,69.5013458950202
California,2020,BEV,Car,53010.77112572382
California,2020,BEV,SUV,53906.11757777996
California,2020,PHEV,Car,15249.27658142665
California,2020,PHEV,SUV,16775.097577388962
Colorado,2020,BEV,Car,3078.6880950044165
Colorado,2020,BEV,SUV,3130.6868191186572
Colorado,2020,PHEV,Car,620.3095558546433
Colorado,2020,PHEV,SUV,682.3768506056527
Connecticut,2020,BEV,Car,1121.7891844145647
Connecticut,2020,BEV,SUV,1140.7360879379723
Connecticut,2020,PHEV,Car,356.1036339165545
Connecticut,2020,PHEV,SUV,391.73485868102284
Delaware,2020,BEV,Car,236.8221611541859
Delaware,2020,BEV,SUV,240.82206300912748
Delaware,2020,PHEV,Car,86.15410497981156
Delaware,2020,PHEV,SUV,94.77456258411843
District of Columbia,2020,BEV,Car,299.1437825105506
District of Columbia,2020,BEV,SUV,304.1962901167926
District of Columbia,2020,PHEV,Car,91.89771197846568
District of Columbia,2020,PHEV,SUV,101.09286675639301
Florida,2020,BEV,Car,7254.236725880852
Florida,2020,BEV,SUV,7376.7600353322205
Florida,2020,PHEV,Car,1286.5679676985196
Florida,2020,PHEV,SUV,1415.300134589502
Georgia,2020,BEV,Car,2929.1162037491413
Georgia,2020,BEV,SUV,2978.588674060261
Georgia,2020,PHEV,Car,539.899057873486
Georgia,2020,PHEV,SUV,593.92059219380894
Hawaii,2020,BEV,Car,1333.6826970262048
Hawaii,2020,BEV,SUV,1356.2084601040337
Hawaii,2020,PHEV,Car,183.79542395693136
Hawaii,2020,PHEV,SUV,202.18573351278602
Idaho,2020,BEV,Car,286.6794582392776
Idaho,2020,BEV,SUV,291.52144469525956
Idaho,2020,PHEV,Car,97.64131897711978
Idaho,2020,PHEV,SUV,107.41117092866756
Illinois,2020,BEV,Car,3240.724310530965
Illinois,2020,BEV,SUV,3295.4598095985866
Illinois,2020,PHEV,Car,746.6689098250337
Illinois,2020,PHEV,SUV,821.3795423956931
Indiana,2020,BEV,Car,872.5026989891059
Indiana,2020,BEV,SUV,887.2391795073117
Indiana,2020,PHEV,Car,304.41117092866756
Indiana,2020,PHEV,SUV,334.8701211305518
Iowa,2020,BEV,Car,286.6794582392776
Iowa,2020,BEV,SUV,291.52144469525956
Iowa,2020,PHEV,Car,149.33378196500672
Iowa,2020,PHEV,SUV,164.27590847913862
Kansas,2020,BEV,Car,386.39405240946115
Kansas,2020,BEV,SUV,392.9202080675238
Kansas,2020,PHEV,Car,137.84656796769852
Kansas,2020,PHEV,SUV,151.6393001345895
Kentucky,2020,BEV,Car,324.07243105309647
Kentucky,2020,BEV,SUV,329.54598095985864
Kentucky,2020,PHEV,Car,120.6157469717362
Kentucky,2020,PHEV,SUV,132.6843876177658
Louisiana,2020,BEV,Car,249.28648542545884
Louisiana,2020,BEV,SUV,253.49690843066054
Louisiana,2020,PHEV,Car,68.92328398384926
Louisiana,2020,PHEV,SUV,75.81965006729475
Maine,2020,BEV,Car,236.8221611541859
Maine,2020,BEV,SUV,240.82206300912748
Maine,2020,PHEV,Car,160.82099596231495
Maine,2020,PHEV,SUV,176.91251682368775
Maryland,2020,BEV,Car,2243.5783688291294
Maryland,2020,BEV,SUV,2281.4721758759447
Maryland,2020,PHEV,Car,683.4892328398385
Maryland,2020,PHEV,SUV,751.8781965006729
Massachusetts,2020,BEV,Car,2617.5080969673177
Massachusetts,2020,BEV,SUV,2661.7175385219352
Massachusetts,2020,PHEV,Car,896.0026917900403
Massachusetts,2020,PHEV,SUV,985.6554508748318
Michigan,2020,BEV,Car,1321.2183727549316
Michigan,2020,BEV,SUV,1343.5336146825007
Michigan,2020,PHEV,Car,717.950874831763
Michigan,2020,PHEV,SUV,789.7880215343203
Minnesota,2020,BEV,Car,1296.2897242123859
Minnesota,2020,BEV,SUV,1318.1839238394346
Minnesota,2020,PHEV,Car,384.821668909825
Minnesota,2020,PHEV,SUV,423.32637954239567
Mississippi,2020,BEV,Car,99.71459417018353
Mississippi,2020,BEV,SUV,101.39876337226421
Mississippi,2020,PHEV,Car,40.20524899057874
Mississippi,2020,PHEV,SUV,44.22812920592194
Missouri,2020,BEV,Car,835.1097261752872
Missouri,2020,BEV,SUV,849.2146432427128
Missouri,2020,PHEV,Car,304.41117092866756
Missouri,2020,PHEV,SUV,334.8701211305518
Montana,2020,BEV,Car,112.17891844145647
Montana,2020,BEV,SUV,114.07360879379723
Montana,2020,PHEV,Car,34.46164199192463
Montana,2020,PHEV,SUV,37.90982503364737
Nebraska,2020,BEV,Car,224.35783688291295
Nebraska,2020,BEV,SUV,228.14721758759447
Nebraska,2020,PHEV,Car,74.66689098250336
Nebraska,2020,PHEV,SUV,82.13795423956931
Nevada,2020,BEV,Car,1371.0756698400235
Nevada,2020,BEV,SUV,1394.2329963686327
Nevada,2020,PHEV,Car,241.2314939434724
Nevada,2020,PHEV,SUV,265.3687752355316
New Hampshire,2020,BEV,Car,336.53675532436944
New Hampshire,2020,BEV,SUV,342.2208263813917
New Hampshire,2020,PHEV,Car,143.59017496635263
New Hampshire,2020,PHEV,SUV,157.95760430686408
New Jersey,2020,BEV,Car,3789.1545784669743
New Jersey,2020,BEV,SUV,3853.1530081460396
New Jersey,2020,PHEV,Car,735.1816958277254
New Jersey,2020,PHEV,SUV,808.7429340511441
New Mexico,2020,BEV,Car,324.07243105309647
New Mexico,2020,BEV,SUV,329.54598095985864
New Mexico,2020,PHEV,Car,109.12853297442798
New Mexico,2020,PHEV,SUV,120.04777927321668
New York,2020,BEV,Car,4063.369712434979
New York,2020,BEV,SUV,4131.999607419766
New York,2020,PHEV,Car,1872.4158815612382
New York,2020,PHEV,SUV,2059.7671601615075
North Carolina,2020,BEV,Car,2019.2205319462166
North Carolina,2020,BEV,SUV,2053.3249582883504
North Carolina,2020,PHEV,Car,534.1554508748317
North Carolina,2020,PHEV,SUV,587.6022880215343
North Dakota,2020,BEV,Car,24.928648542545883
North Dakota,2020,BEV,SUV,25.349690843066053
North Dakota,2020,PHEV,Car,17.230820995962315
North Dakota,2020,PHEV,SUV,18.954912516823686
Ohio,2020,BEV,Car,1807.3270193345766
Ohio,2020,BEV,SUV,1837.8525861222888
Ohio,2020,PHEV,Car,545.64266487214
Ohio,2020,PHEV,SUV,600.2388963660835
Oklahoma,2020,BEV,Car,423.78702522328
Oklahoma,2020,BEV,SUV,430.94474433212287
Oklahoma,2020,PHEV,Car,103.3849259757739
Oklahoma,2020,PHEV,SUV,113.72947510094212
Oregon,2020,BEV,Car,2841.8659338502307
Oregon,2020,BEV,SUV,2889.86475610953
Oregon,2020,PHEV,Car,677.7456258411844
Oregon,2020,PHEV,SUV,745.5598923283984
Pennsylvania,2020,BEV,Car,2181.256747472765
Pennsylvania,2020,BEV,SUV,2218.09794876828
Pennsylvania,2020,PHEV,Car,735.1816958277254
Pennsylvania,2020,PHEV,SUV,808.7429340511441
Rhode Island,2020,BEV,Car,199.42918834036706
Rhode Island,2020,BEV,SUV,202.79752674452843
Rhode Island,2020,PHEV,Car,91.89771197846568
Rhode Island,2020,PHEV,SUV,101.09286675639301
South Carolina,2020,BEV,Car,548.4302679360094
South Carolina,2020,BEV,SUV,557.6931985474531
South Carolina,2020,PHEV,Car,172.30820995962313
South Carolina,2020,PHEV,SUV,189.54912516823686
South Dakota,2020,BEV,Car,49.857297085091766
South Dakota,2020,BEV,SUV,50.69938168613211
South Dakota,2020,PHEV,Car,28.718034993270525
South Dakota,2020,PHEV,SUV,31.591520861372814
Tennessee,2020,BEV,Car,972.2172931592894
Tennessee,2020,BEV,SUV,988.637942879576
Tennessee,2020,PHEV,Car,246.97510094212652
Tennessee,2020,PHEV,SUV,271.6870794078062
Texas,2020,BEV,Car,6506.377269604475
Texas,2020,BEV,SUV,6616.269310040239
Texas,2020,PHEV,Car,1171.6958277254373
Texas,2020,PHEV,SUV,1288.9340511440107
Utah,2020,BEV,Car,1396.0043183825694
Utah,2020,BEV,SUV,1419.5826872116988
Utah,2020,PHEV,Car,298.66756393001344
Utah,2020,PHEV,SUV,328.55181695827724
Vermont,2020,BEV,Car,274.2151339680047
Vermont,2020,BEV,SUV,278.84659927372655
Vermont,2020,PHEV,Car,132.1029609690444
Vermont,2020,PHEV,SUV,145.32099596231492
Virginia,2020,BEV,Car,2555.186475610953
Virginia,2020,BEV,SUV,2598.3433114142704
Virginia,2020,PHEV,Car,643.2839838492598
Virginia,2020,PHEV,SUV,707.650067294751
Washington,2020,BEV,Car,6294.483756992835
Washington,2020,BEV,SUV,6400.796937874177
Washington,2020,PHEV,Car,1056.8236877523552
Washington,2020,PHEV,SUV,1162.5679676985194
West Virginia,2020,BEV,Car,74.78594562763764
West Virginia,2020,BEV,SUV,76.04907252919816
West Virginia,2020,PHEV,Car,40.20524899057874
West Virginia,2020,PHEV,SUV,44.22812920592194
Wisconsin,2020,BEV,Car,785.2524290901953
Wisconsin,2020,BEV,SUV,798.5152615565805
Wisconsin,2020,PHEV,Car,338.8728129205922
Wisconsin,2020,PHEV,SUV,372.7799461641992
Wyoming,2020,BEV,Car,37.39297281381882
Wyoming,2020,BEV,SUV,38.02453626459908
Wyoming,2020,PHEV,Car,17.230820995962315
Wyoming,2020,PHEV,SUV,18.954912516823686
Alabama,2021,BEV,Car,617.5374724972497
Alabama,2021,BEV,SUV,945.7166529152914
Alabama,2021,PHEV,Car,181.81875953228266
Alabama,2021,PHEV,SUV,566.1840366039654
Alaska,2021,BEV,Car,170.80823707370737
Alaska,2021,BEV,SUV,261.58120187018704
Alaska,2021,PHEV,Car,27.548296898830703
Alaska,2021,PHEV,SUV,85.7854600915099
Arizona,2021,BEV,Car,5347.611729922993
Arizona,2021,BEV,SUV,8189.503781628163
Arizona,2021,PHEV,Car,853.9972038637519
Arizona,2021,PHEV,SUV,2659.3492628368076
Arkansas,2021,BEV,Car,315.3382838283828
Arkansas,2021,BEV,SUV,482.9191419141914
Arkansas,2021,PHEV,Car,99.17386883579054
Arkansas,2021,PHEV,SUV,308.8276563294357
California,2021,BEV,Car,73986.24484323432
California,2021,BEV,SUV,113304.90367161715
California,2021,PHEV,Car,17371.956024402643
California,2021,PHEV,SUV,54096.31113370615
Colorado,2021,BEV,Car,4861.465209020902
Colorado,2021,BEV,SUV,7445.003437843784
Colorado,2021,PHEV,Car,887.0551601423488
Colorado,2021,PHEV,SUV,2762.291814946619
Connecticut,2021,BEV,Car,1747.4996562156218
Connecticut,2021,BEV,SUV,2676.1769114411445
Connecticut,2021,PHEV,Car,506.888662938485
Connecticut,2021,PHEV,SUV,1578.4524656837825
Delaware,2021,BEV,Car,394.17285478547853
Delaware,2021,BEV,SUV,603.6489273927392
Delaware,2021,PHEV,Car,110.19318759532281
Delaware,2021,PHEV,SUV,343.1418403660396
District of Columbia,2021,BEV,Car,486.1465209020902
District of Columbia,2021,BEV,SUV,744.5003437843784
District of Columbia,2021,PHEV,Car,137.74148449415353
District of Columbia,2021,PHEV,SUV,428.92730045754956
Florida,2021,BEV,Car,12560.97497249725
Florida,2021,BEV,SUV,19236.279152915293
Florida,2021,PHEV,Car,1774.1103202846975
Florida,2021,PHEV,SUV,5524.583629893238
Georgia,2021,BEV,Car,4467.292354235424
Georgia,2021,BEV,SUV,6841.354510451045
Georgia,2021,PHEV,Car,749.3136756481952
Georgia,2021,PHEV,SUV,2333.3645144890693
Hawaii,2021,BEV,Car,1865.751512651265
Hawaii,2021,BEV,SUV,2857.2715896589657
Hawaii,2021,PHEV,Car,247.93467208947635
Hawaii,2021,PHEV,SUV,772.0691408235891
Idaho,2021,BEV,Car,459.86833058305837
Idaho,2021,BEV,SUV,704.2570819581958
Idaho,2021,PHEV,Car,137.74148449415353
Idaho,2021,PHEV,SUV,428.92730045754956
Illinois,2021,BEV,Car,4795.769733223323
Illinois,2021,BEV,SUV,7344.395283278328
Illinois,2021,PHEV,Car,1008.2676664972039
Illinois,2021,PHEV,SUV,3139.747839349263
Indiana,2021,BEV,Car,1366.465896589659
Indiana,2021,BEV,SUV,2092.6496149614964
Indiana,2021,PHEV,Car,413.2244534824606
Indiana,2021,PHEV,SUV,1286.7819013726487
Iowa,2021,BEV,Car,486.1465209020902
Iowa,2021,BEV,SUV,744.5003437843784
Iowa,2021,PHEV,Car,198.3477376715811
Iowa,2021,PHEV,SUV,617.6553126588714
Kansas,2021,BEV,Car,591.2592821782179
Kansas,2021,BEV,SUV,905.473391089109
Kansas,2021,PHEV,Car,181.81875953228266
Kansas,2021,PHEV,SUV,566.1840366039654
Kentucky,2021,BEV,Car,551.84199669967
Kentucky,2021,BEV,SUV,845.1084983498349
Kentucky,2021,PHEV,Car,170.7994407727504
Kentucky,2021,PHEV,SUV,531.8698525673615
Louisiana,2021,BEV,Car,420.45104510451046
Louisiana,2021,BEV,SUV,643.8921892189219
Louisiana,2021,PHEV,Car,110.19318759532281
Louisiana,2021,PHEV,SUV,343.1418403660396
Maine,2021,BEV,Car,394.17285478547853
Maine,2021,BEV,SUV,603.6489273927392
Maine,2021,PHEV,Car,231.40569395017795
Maine,2021,PHEV,SUV,720.5978647686833
Maryland,2021,BEV,Car,3363.6083608360836
Maryland,2021,BEV,SUV,5151.137513751375
Maryland,2021,PHEV,Car,947.6614133197763
Maryland,2021,PHEV,SUV,2951.019827147941
Massachusetts,2021,BEV,Car,4007.424023652365
Massachusetts,2021,BEV,SUV,6137.097428492849
Massachusetts,2021,PHEV,Car,1223.1443823080833
Massachusetts,2021,PHEV,SUV,3808.87442806304
Michigan,2021,BEV,Car,2299.3416529152914
Michigan,2021,BEV,SUV,3521.285409790979
Michigan,2021,PHEV,Car,947.6614133197763
Michigan,2021,PHEV,SUV,2951.019827147941
Minnesota,2021,BEV,Car,1970.8642739273928
Minnesota,2021,BEV,SUV,3018.2446369636964
Minnesota,2021,PHEV,Car,490.35968479918654
Minnesota,2021,PHEV,SUV,1526.9811896288763
Mississippi,2021,BEV,Car,170.80823707370737
Mississippi,2021,BEV,SUV,261.58120187018704
Mississippi,2021,PHEV,Car,60.606253177427554
Mississippi,2021,PHEV,SUV,188.7280122013218
Missouri,2021,BEV,Car,1313.9095159515953
Missouri,2021,BEV,SUV,2012.163091309131
Missouri,2021,PHEV,Car,396.6954753431622
Missouri,2021,PHEV,SUV,1235.3106253177427
Montana,2021,BEV,Car,210.22552255225523
Montana,2021,BEV,SUV,321.94609460946094
Montana,2021,PHEV,Car,60.606253177427554
Montana,2021,PHEV,SUV,188.7280122013218
Nebraska,2021,BEV,Car,354.7555693069307
Nebraska,2021,BEV,SUV,543.2840346534654
Nebraska,2021,PHEV,Car,110.19318759532281
Nebraska,2021,PHEV,SUV,343.1418403660396
Nevada,2021,BEV,Car,2286.2025577557756
Nevada,2021,BEV,SUV,3501.163778877888
Nevada,2021,PHEV,Car,347.10854092526694
Nevada,2021,PHEV,SUV,1080.8967971530249
New Hampshire,2021,BEV,Car,525.5638063806381
New Hampshire,2021,BEV,SUV,804.8652365236525
New Hampshire,2021,PHEV,Car,192.83807829181495
New Hampshire,2021,PHEV,SUV,600.4982206405695
New Jersey,2021,BEV,Car,6280.487486248625
New Jersey,2021,BEV,SUV,9618.139576457646
New Jersey,2021,PHEV,Car,1019.2869852567361
New Jersey,2021,PHEV,SUV,3174.0620233858667
New Mexico,2021,BEV,Car,551.84199669967
New Mexico,2021,BEV,SUV,845.1084983498349
New Mexico,2021,PHEV,Car,154.27046263345196
New Mexico,2021,PHEV,SUV,480.39857651245546
New York,2021,BEV,Car,6819.190387788779
New York,2021,BEV,SUV,10443.126443894389
New York,2021,PHEV,Car,2457.308083375699
New York,2021,PHEV,SUV,7652.063040162684
North Carolina,2021,BEV,Car,3311.05198019802
North Carolina,2021,BEV,SUV,5070.65099009901
North Carolina,2021,PHEV,Car,743.8040162684291
North Carolina,2021,PHEV,SUV,2316.2074224707676
North Dakota,2021,BEV,Car,52.55638063806381
North Dakota,2021,BEV,SUV,80.48652365236524
North Dakota,2021,PHEV,Car,22.038637519064565
North Dakota,2021,PHEV,SUV,68.62836807320794
Ohio,2021,BEV,Car,2785.4881738173817
Ohio,2021,BEV,SUV,4265.785753575357
Ohio,2021,PHEV,Car,721.7653787493646
Ohio,2021,PHEV,SUV,2247.57905439756
Oklahoma,2021,BEV,Car,932.8757563256326
Oklahoma,2021,BEV,SUV,1428.6357948294828
Oklahoma,2021,PHEV,Car,380.16649720386374
Oklahoma,2021,PHEV,SUV,1183.8393492628368
Oregon,2021,BEV,Car,3981.145833333333
Oregon,2021,BEV,SUV,6096.854166666666
Oregon,2021,PHEV,Car,931.1324351804778
Oregon,2021,PHEV,SUV,2899.548551093035
Pennsylvania,2021,BEV,Car,3521.277502750275
Pennsylvania,2021,BEV,SUV,5392.59708470847
Pennsylvania,2021,PHEV,Car,980.7193695983731
Pennsylvania,2021,PHEV,SUV,3053.9623792577527
Rhode Island,2021,BEV,Car,328.4773789878988
Rhode Island,2021,BEV,SUV,503.04077282728275
Rhode Island,2021,PHEV,Car,132.2318251143874
Rhode Island,2021,PHEV,SUV,411.7702084392476
South Carolina,2021,BEV,Car,972.2930418041803
South Carolina,2021,BEV,SUV,1489.0006875687568
South Carolina,2021,PHEV,Car,258.9539908490087
South Carolina,2021,PHEV,SUV,806.3833248601932
South Dakota,2021,BEV,Car,91.97366611661165
South Dakota,2021,BEV,SUV,140.85141639163916
South Dakota,2021,PHEV,Car,38.56761565836299
South Dakota,2021,PHEV,SUV,120.09964412811387
Tennessee,2021,BEV,Car,1602.969609460946
Tennessee,2021,BEV,SUV,2454.8389713971396
Tennessee,2021,PHEV,Car,347.10854092526694
Tennessee,2021,PHEV,SUV,1080.8967971530249
Texas,2021,BEV,Car,10629.527984048405
Texas,2021,BEV,SUV,16278.39940869087
Texas,2021,PHEV,Car,1685.9557702084394
Texas,2021,PHEV,SUV,5250.070157600407
Utah,2021,BEV,Car,2167.950701320132
Utah,2021,BEV,SUV,3320.069100660066
Utah,2021,PHEV,Car,413.2244534824606
Utah,2021,PHEV,SUV,1286.7819013726487
Vermont,2021,BEV,Car,446.7292354235423
Vermont,2021,BEV,SUV,684.1354510451044
Vermont,2021,PHEV,Car,176.30910015251652
Vermont,2021,PHEV,SUV,549.0269445856635
Virginia,2021,BEV,Car,4033.702213971397
Virginia,2021,BEV,SUV,6177.340690319032
Virginia,2021,PHEV,Car,870.5261820030503
Virginia,2021,PHEV,SUV,2710.820538891713
Washington,2021,BEV,Car,8776.915566556656
Washington,2021,BEV,SUV,13441.249449944995
Washington,2021,PHEV,Car,1338.8472292831723
Washington,2021,PHEV,SUV,4169.173360447382
West Virginia,2021,BEV,Car,131.39095159515952
West Virginia,2021,BEV,SUV,201.21630913091312
West Virginia,2021,PHEV,Car,55.096593797661406
West Virginia,2021,PHEV,SUV,171.5709201830198
Wisconsin,2021,BEV,Car,1221.9358498349836
Wisconsin,2021,BEV,SUV,1871.3116749174917
Wisconsin,2021,PHEV,Car,424.2437722419929
Wisconsin,2021,PHEV,SUV,1321.0960854092527
Wyoming,2021,BEV,Car,65.69547579757976
Wyoming,2021,BEV,SUV,100.60815456545656
Wyoming,2021,PHEV,Car,22.038637519064565
Wyoming,2021,PHEV,SUV,68.62836807320794
Alabama,2022,BEV,Car,1018.0492568480531
Alabama,2022,BEV,SUV,1799.6101216066822
Alabama,2022,PHEV,Car,114.61122086131965
Alabama,2022,PHEV,SUV,708.0375345713157
Alaska,2022,BEV,Car,234.03431191909266
Alaska,2022,BEV,SUV,413.7034762314212
Alaska,2022,PHEV,Car,18.233603318846306
Alaska,2022,PHEV,SUV,112.64233504543658
Arizona,2022,BEV,Car,7699.728862138148
Arizona,2022,BEV,SUV,13610.844368013757
Arizona,2022,PHEV,Car,531.3792967206638
Arizona,2022,PHEV,SUV,3282.719478467009
Arkansas,2022,BEV,Car,596.7874953936863
Arkansas,2022,BEV,SUV,1054.943864390124
Arkansas,2022,PHEV,Car,65.12001185302253
Arkansas,2022,PHEV,SUV,402.2940537337021
California,2022,BEV,Car,105736.70212504605
California,2022,BEV,SUV,186911.2305613561
California,2022,PHEV,Car,9405.934512050573
California,2022,PHEV,SUV,58107.353121295935
Colorado,2022,BEV,Car,7009.327641976824
Colorado,2022,BEV,SUV,12390.419113131064
Colorado,2022,PHEV,Car,625.1521137890162
Colorado,2022,PHEV,SUV,3862.02291584354
Connecticut,2022,BEV,Car,2574.377431110019
Connecticut,2022,BEV,SUV,4550.738238545633
Connecticut,2022,PHEV,Car,341.228862109838
Connecticut,2022,PHEV,SUV,2108.020841564599
Delaware,2022,BEV,Car,631.8926421815502
Delaware,2022,BEV,SUV,1116.9993858248372
Delaware,2022,PHEV,Car,72.934413275385225
Delaware,2022,PHEV,SUV,450.5693401817463
District of Columbia,2022,BEV,Car,690.4012201613234
District of Columbia,2022,BEV,SUV,1220.4252548826926
District of Columbia,2022,PHEV,Car,83.35361517186882
District of Columbia,2022,PHEV,SUV,514.9363887791386
Florida,2022,BEV,Car,19658.88220120378
Florida,2022,BEV,SUV,34751.09200343938
Florida,2022,PHEV,Car,1192.9986171473724
Florida,2022,PHEV,SUV,7370.027064401422
Georgia,2022,BEV,Car,7032.731073168735
Georgia,2022,BEV,SUV,12431.789460754208
Georgia,2022,PHEV,Car,471.468885815883
Georgia,2022,PHEV,SUV,2912.608949032003
Hawaii,2022,BEV,Car,2316.939687999017
Hawaii,2022,BEV,SUV,4095.66441469107
Hawaii,2022,PHEV,Car,145.86882655077045
Hawaii,2022,PHEV,SUV,901.1386803634927
Idaho,2022,BEV,Car,690.4012201613234
Idaho,2022,BEV,SUV,1220.4252548826926
Idaho,2022,PHEV,Car,91.16801659423153
Idaho,2022,PHEV,SUV,563.2116752271829
Illinois,2022,BEV,Car,7828.44773369365
Illinois,2022,BEV,SUV,13838.38127994104
Illinois,2022,PHEV,Car,669.4337218490715
Illinois,2022,PHEV,SUV,4135.582872382458
Indiana,2022,BEV,Car,2071.20366048397
Indiana,2022,BEV,SUV,3661.2757646480777
Indiana,2022,PHEV,Car,263.084847886211
Indiana,2022,PHEV,SUV,1625.2679770841564
Iowa,2022,BEV,Car,725.5063669491873
Iowa,2022,BEV,SUV,1282.4807763174058
Iowa,2022,PHEV,Car,127.63522323192414
Iowa,2022,PHEV,SUV,788.4963453180561
Kansas,2022,BEV,Car,889.3303852925521
Kansas,2022,BEV,SUV,1572.0732096794006
Kansas,2022,PHEV,Car,112.00642038719873
Kansas,2022,PHEV,SUV,691.9457724219676
Kentucky,2022,BEV,Car,889.3303852925521
Kentucky,2022,BEV,SUV,1572.0732096794006
Kentucky,2022,PHEV,Car,114.61122086131965
Kentucky,2022,PHEV,SUV,708.0375345713157
