Policy,Battery Capacity,Chemistry,Scenario,Scope,Year,Mineral,Maximum RCS (%)
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Nickel,3.63963995836936
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Manganese,3.6705771144711288
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Cobalt,4.801636988668562
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Lithium,2.6768459475097672
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Graphite,2.829706947961863
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Copper,2.859395924324136
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2035,Nickel,8.875083957711706
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2035,Manganese,6.827951326595781
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2035,Cobalt,10.645545061965384
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2035,Lithium,6.94479205478936
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2035,Graphite,7.537267781234673
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2035,Copper,7.806012782255772
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2040,Nickel,24.9355567607567
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2040,Manganese,19.931305914069743
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2040,Cobalt,29.776665474159735
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2040,Lithium,20.06317992164861
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2040,Graphite,21.93529700099434
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2040,Copper,22.91059974925414
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Nickel,29.92105296191294
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Manganese,29.10761711308794
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Cobalt,34.61387565189557
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Lithium,26.320163470272412
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Graphite,29.305620917055474
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Copper,31.2774261671311
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Nickel,47.0241506040821
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Manganese,47.03748080203384
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Cobalt,51.02187233298425
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Lithium,40.20862605246828
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Graphite,44.92231599771739
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Copper,47.59822168124451
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Nickel,1.4169792675697483
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Manganese,1.3611187400287927
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Cobalt,1.7562458011675643
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Lithium,1.25911273525545
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Graphite,1.389665848227937
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Copper,1.485487621742171
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Nickel,3.9623608539990274
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Manganese,3.2086189166639647
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Cobalt,4.573754987554538
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Lithium,3.821740920264216
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Graphite,4.308160610991216
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Copper,4.700320846494678
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Nickel,12.804847139768968
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Manganese,11.206849374912716
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Cobalt,15.181828357701308
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Lithium,11.789487513891315
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Graphite,13.17076328086161
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Copper,14.216954886262448
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Nickel,24.66893074099243
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Manganese,24.777632002187218
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Cobalt,28.34741231541571
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Lithium,22.53368264985892
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Graphite,25.24463249220144
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Copper,27.174647458913448
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Nickel,44.14013922303363
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Manganese,44.28562684850101
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Cobalt,47.79973742681565
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Lithium,38.03308107434922
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Graphite,42.549111299509676
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Copper,45.16992051550235
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Nickel,1.453753279602449
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Manganese,1.3870687583890444
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Cobalt,1.7941257727859528
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Lithium,1.2812725834474767
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Graphite,1.4121422494425246
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Copper,1.50753235361703
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Nickel,4.18825167537475
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Manganese,3.421088536020937
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Cobalt,4.8570898695314275
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Lithium,3.950060511306398
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Graphite,4.436655304387472
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Copper,4.819438109508907
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Nickel,13.763886287454627
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Manganese,12.186763221289311
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Cobalt,16.395642894131687
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Lithium,12.44354397414312
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Graphite,13.857840322148874
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Copper,14.898603221439144
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Nickel,27.066299263607753
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Manganese,27.199570734652667
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Cobalt,31.135744718045345
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Lithium,24.2404505233078
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Graphite,27.07804533374173
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Copper,29.01825100943636
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Nickel,48.96415311480315
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Manganese,49.11186269183868
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Cobalt,53.06741318748869
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Lithium,41.60363774728961
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Graphite,46.44530205836989
Rollback Policy,Increasing Batt Cap,Benchmark Chemistry,Increasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Copper,49.13051074793177
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Nickel,4.339233724819988
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Manganese,4.374565978766481
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Cobalt,5.7407364177682565
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Lithium,2.715336365468491
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Graphite,2.8100109741647805
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Copper,2.741209350198736
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Nickel,11.949178348997975
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Manganese,9.156243544890188
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Cobalt,14.391551387830564
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Lithium,7.098801550309256
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Graphite,7.452722341736936
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Copper,7.284783643807765
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Nickel,36.54157867922335
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Manganese,28.961773246743206
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Cobalt,43.80494605547114
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Lithium,20.552183828030657
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Graphite,21.643305728325284
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Copper,21.096222175289693
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Nickel,38.712602563518786
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Manganese,37.33469342341932
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Cobalt,45.01814130535154
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Lithium,26.704023077746154
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Graphite,29.05367302471655
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Copper,29.640744871146946
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Nickel,53.40501688886916
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Manganese,53.36125168462821
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Cobalt,58.129571586098095
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Lithium,40.44517124957966
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Graphite,44.74459128161489
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Copper,46.42650571537664
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2030,Nickel,1.683314183869311
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2030,Manganese,1.6161349355211245
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2030,Cobalt,2.0933537219846166
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2030,Lithium,1.276543173614875
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2030,Graphite,1.3803602400396542
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2030,Copper,1.4265509732140718
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2035,Nickel,5.277544617235195
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2035,Manganese,4.248106180473974
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2035,Cobalt,6.1198699364733224
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2035,Lithium,3.902438167155707
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2035,Graphite,4.262046800342489
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2035,Copper,4.400636586470131
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2040,Nickel,18.30873775989383
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2040,Manganese,15.873007102498764
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2040,Cobalt,21.80112449814133
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2040,Lithium,12.053048354173784
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2040,Graphite,13.008177060678634
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2040,Copper,13.168541431393646
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2045,Nickel,31.246804693938344
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2045,Manganese,31.270373190245966
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2045,Cobalt,36.066012927018235
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2045,Lithium,22.83596210178913
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2045,Graphite,25.04139484434576
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2045,Copper,25.83165210513629
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2050,Nickel,49.956739763428345
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2050,Manganese,50.113677853853524
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2050,Cobalt,54.24314407590766
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2050,Lithium,38.25311529895727
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2050,Graphite,42.38293234948712
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,US-origin / US network,2050,Copper,44.068201083503375
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2030,Nickel,1.725863467673488
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2030,Manganese,1.6458561822660989
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2030,Cobalt,2.136900095662489
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2030,Lithium,1.2991062979607206
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2030,Graphite,1.4026152102097273
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2030,Copper,1.4471422783028625
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2035,Nickel,5.566777947515394
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2035,Manganese,4.517630715373262
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2035,Cobalt,6.484508530999249
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2035,Lithium,4.033427935926628
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2035,Graphite,4.389074202485942
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2035,Copper,4.510922018834409
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2040,Nickel,19.59129458721262
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2040,Manganese,17.18115673644985
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2040,Cobalt,23.43906291632119
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2040,Lithium,12.718121198753868
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2040,Graphite,13.68828993768479
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2040,Copper,13.80777059203893
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2045,Nickel,34.15007867693713
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2045,Manganese,34.20354408556592
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2045,Cobalt,39.48269503645372
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2045,Lithium,24.55523590999357
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2045,Graphite,26.865965884738184
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2045,Copper,27.623223606105853
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2050,Nickel,55.31321727988704
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2050,Manganese,55.46930398172529
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2050,Cobalt,60.15482831407364
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2050,Lithium,41.82962960713978
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2050,Graphite,46.27360916510361
Rollback Policy,Increasing Batt Cap,High LFP Chemistry,Increasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2050,Copper,48.002532685380665
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Nickel,4.937627148950938
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Manganese,4.979935670049734
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Cobalt,6.5345611832265575
