State,Segment,Year,ret_ICE,ret_BEV,ret_PHEV,ret_EV,Growth_seg,add_BEV,add_PHEV,add_ICE,Demand_total
Prince Edward Island,SUV,2031,2950.6263470245185,9,1,10,635.1084192279118,2291.633917917125,441.0589075546199,863.0419407806855,3595.7347662524303
Quebec,Car,2031,138933.36431111608,4165,3398,7563,9314.95483916954,99301.68017713513,19112.079915920232,37397.55905723026,155811.31915028562
Quebec,SUV,2031,142385.25430728428,1304,642,1946,9103.241695686189,97786.88309243393,18820.534768974383,36827.07814156215,153434.49600297047
Saskatchewan,Car,2031,10992.8822276314,53,33,86,1607.2931457510722,8085.154124031206,1556.1077262275433,3044.913523123724,12686.175373382473
Saskatchewan,SUV,2031,29714.747017601814,66,17,83,4212.229134457679,21675.24023993615,4171.721192667347,8163.014719455997,34009.97615205949
Yukon,Car,2031,455.75569826831827,0,0,0,74.22581055042355,337.76785008637637,65.00842817930284,127.20523055306256,529.9815088187418
Yukon,SUV,2031,1298.6362816238186,3,0,3,204.69563318630682,960.0155551010392,184.76922018729658,361.54713952178963,1506.3319148101255
Alberta,Car,2032,45485.37836160252,507,240,747,13927.58769142852,40967.508962636195,8362.54445529487,10829.912635099972,60159.966053031036
Alberta,SUV,2032,113941.51651426184,542,187,729,31913.893646428973,99820.50408318474,20375.986338512797,26387.919738993263,146584.4101606908
British Columbia,Car,2032,57248.96889592996,4178,1153,5331,10498.979716837906,49765.02944889474,10158.3494242961,13155.569739577028,73078.94861276787
British Columbia,SUV,2032,98151.24307736295,1602,531,2133,16101.419705329838,79255.87389742373,16178.205255655883,20951.583629613175,116385.66278269279
Manitoba,Car,2032,12776.735650480206,123,69,192,1786.0462076437702,10047.656235071647,2050.990506011487,2656.1351170408425,14754.781858123977
Manitoba,SUV,2032,28235.084380663975,108,34,142,3603.0031116301225,21777.68052281737,4445.396513402034,5757.010456074696,31980.087492294097
New Brunswick,Car,2032,10912.276678152522,71,57,128,1385.2794658656082,8461.508808816137,1727.2161614007207,2236.8311738012712,12425.55614401813
New Brunswick,SUV,2032,17306.986733187354,70,22,92,2009.5551633556988,13216.756362485796,2697.887067941869,3493.898466115385,19408.54189654305
Newfoundland and Labrador,Car,2032,5883.719490880205,34,20,54,0,4043.446039278451,825.373524343184,1068.89992725857,5937.719490880205
Newfoundland and Labrador,SUV,2032,12282.491233326768,41,8,49,0,8397.452837301444,1714.1406553965044,2219.89774062882,12331.491233326768
Northwest Territories,Car,2032,183.9458700553398,0,0,0,8.255840797331338,130.88480311059115,26.717025570997855,34.59988217108213,192.20171085267114
Northwest Territories,SUV,2032,983.8651271576085,3,0,3,40.22397983047135,699.423303511658,142.7706642847114,184.89513919171054,1027.08910698808
Nova Scotia,Car,2032,13191.408049241745,93,61,154,1692.9725047145796,10240.780215611498,2090.412182201781,2707.188156143046,15038.380553956325
Nova Scotia,SUV,2032,17978.2041409727,76,21,97,2109.8576491882864,13745.547979047142,2805.8273238435536,3633.686487270288,20185.061790160984
Nunavut,Car,2032,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2032,0,0,0,0,0,0,0,0,0
Ontario,Car,2032,180579.66015571408,4351,2716,7067,30506.23342469081,148556.94258707075,30324.37333839607,39271.577654938075,218152.8935804049
Ontario,SUV,2032,271411.32688622683,2030,910,2940,41648.27336213546,215188.22739947328,43925.56841875408,56885.80443013492,315999.6002483623
Prince Edward Island,Car,2032,2128.348864120367,21,7,28,467.0972490019257,1786.5045345536005,364.67249213067623,472.2690864380162,2623.446113122293
Prince Edward Island,SUV,2032,3012.9348004274766,15,2,17,604.8651611694398,2475.212500499889,505.25587461542216,654.3315864816058,3634.7999615969165
Quebec,Car,2032,133615.73477125936,5974,4245,10219,9047.965687728376,104109.49028402992,21251.481058131358,27521.72911682646,152882.70045898773
Quebec,SUV,2032,145297.4205435485,2011,958,2969,8842.320755363973,106987.32378934587,21838.922453337756,28282.49505622884,157108.74129891247
Saskatchewan,Car,2032,10575.684841725133,78,43,121,1691.8875218432338,8436.323732153824,1722.075225851266,2230.1734055632774,12388.572363568366
Saskatchewan,SUV,2032,30329.00505835867,108,27,135,4433.925404692293,23764.662329799692,4850.9916817073945,6282.276451543877,34897.930463050965
Yukon,Car,2032,438.6210952633464,1,0,1,74.22581055042355,349.9175465091188,71.42736066864633,92.50199863600481,513.8469058137699
Yukon,SUV,2032,1325.7134311817513,4,0,4,204.69563318630682,1044.8961530569468,213.29074557778617,276.22216573332526,1534.4090643680581
Alberta,Car,2033,43587.21230294394,749,297,1046,13745.289423216105,42615.61603653905,8756.206393354421,7006.679296266569,58378.501726160044
Alberta,SUV,2033,116284.42929747519,866,276,1142,31496.172525402413,108711.73858170873,22336.939106680093,17873.92413448877,148922.6018228776
British Columbia,Car,2033,54784.49108535853,5930,1477,7407,10681.042948921802,53196.08825491496,10930.170003403317,8746.275775962062,72872.53403428034
British Columbia,SUV,2033,100105.22297438518,2494,820,3314,16380.635075942493,87452.47995319629,17968.811325508315,14378.56677162307,119799.85805032768
Manitoba,Car,2033,12221.296908369388,184,87,271,1854.0860631730566,10472.689948368938,2151.817648321716,1721.87537485179,14346.382971542444
Manitoba,SUV,2033,28793.891674800077,176,57,233,3740.2603730255555,23919.633580717484,4914.753509760204,3932.764957347942,32767.15204782563
New Brunswick,Car,2033,10444.423091592267,112,71,183,1234.1580695893601,8658.814005235876,1779.1215897596262,1423.6455661861264,11861.581161181628
New Brunswick,SUV,2033,17653.900691968644,115,37,152,1790.3309637168954,14305.017417525587,2939.2437941290514,2351.970444030902,19596.23165568554
Newfoundland and Labrador,Car,2033,5623.803204243142,53,27,80,0,4163.708901612391,855.5149002916074,684.5794023391442,5703.803204243142
Newfoundland and Labrador,SUV,2033,12521.604398906353,67,17,84,0,9201.942172002979,1890.7178253315667,1512.9444015718072,12605.604398906353
Northwest Territories,Car,2033,175.8267616576134,0,0,0,0,128.35145716648702,26.372300916028784,21.103003575097592,175.8267616576134
Northwest Territories,SUV,2033,1003.0424930403306,4,0,4,0,735.129113405368,151.0465608950004,120.86681873996217,1007.0424930403306
Nova Scotia,Car,2033,12624.987315878165,143,78,221,1475.3046112512766,10454.37378260511,2148.0542361578405,1718.8639083664912,14321.291927129441
Nova Scotia,SUV,2033,18338.106108309395,126,38,164,1838.5902371497923,14848.467839069008,3050.9062432066294,2441.3222631835524,20340.69634545919
Nunavut,Car,2033,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2033,0,0,0,0,0,0,0,0,0
Ontario,Car,2033,172761.7847343746,5984,3291,9275,31132.0023154537,155610.69419874233,31973.240847887202,25584.852003198775,213168.7870498283
Ontario,SUV,2033,276799.3969868427,3147,1295,4442,42502.59691828183,236329.28784491296,48558.44438316331,38856.26167704822,323743.9939051245
Prince Edward Island,Car,2033,2038.764164012811,35,11,46,420.3875241017331,1828.7311132916138,375.7483419270694,300.6722328958611,2505.1516881145444
Prince Edward Island,SUV,2033,3074.389871886516,25,6,31,544.3786450524958,2664.2878652437844,547.4297126053901,438.05093908983764,3649.768516939012
Quebec,Car,2033,127783.19371379753,8384,5318,13702,8810.64199755845,109714.18308421187,22542.910808562214,18038.741818581915,150295.835711356
Quebec,SUV,2033,148151.99445791106,3206,1520,4726,8610.391030633114,117884.61208925712,24221.68421005628,19382.08918923078,161488.38548854418
Saskatchewan,Car,2033,10118.325409188503,115,50,165,1742.644147498531,8778.815590349901,1803.7782472132499,1443.3757191238828,12025.969556687034
Saskatchewan,SUV,2033,30932.40935905298,179,47,226,4566.943166833063,26079.084954160964,5358.454755474249,4287.812816250832,35725.352525886046
Yukon,Car,2033,419.8499429236804,7,0,7,74.22581055042355,365.77937569273223,75.15648032054129,60.1398974608304,501.0757534741039
Yukon,SUV,2033,1352.3582233384154,7,0,7,204.69563318630682,1141.7408230649694,234.59283765611707,187.72019580363582,1564.0538565247223
Alberta,Car,2034,41573.381312966645,1097,357,1454,13508.301674539964,44434.80158869296,8707.260394747438,3393.621004066217,56535.68298750661
Alberta,SUV,2034,118469.23486035471,1401,409,1810,30953.135068067888,118862.63677122767,23291.831910344863,9077.90124685008,151232.36992842262
British Columbia,Car,2034,52163.055117536176,8257,1764,10021,10842.876932996374,57396.26842419946,11247.13596073526,4383.527665597828,73026.93205053254
British Columbia,SUV,2034,101911.3787491938,3984,1190,5174,16628.826516487075,97234.45219363763,19053.662091878556,7426.090980164706,123714.20526568088
Manitoba,Car,2034,11629.908348515593,270,104,374,1871.0960270553783,10905.202411846438,2136.9384730534543,832.8634906710795,13875.004375570972
Manitoba,SUV,2034,29309.628319379142,290,88,378,3774.5746883744137,26299.962657188902,5153.632176598936,2008.6081739657152,33462.20300775355
New Brunswick,Car,2034,9946.890956153362,177,79,256,1057.8497739337372,8850.495008501204,1734.3064873961832,675.9392341897117,11260.740730087098
New Brunswick,SUV,2034,17975.284448763385,196,60,256,1534.5693974716244,15535.176148533363,3044.2090246211565,1186.4686730804892,19765.853846235008
Newfoundland and Labrador,Car,2034,5346.688091208543,82,35,117,0,4294.241856581192,841.481917470535,327.964317156815,5463.688091208543
Newfoundland and Labrador,SUV,2034,12741.351189779536,109,26,135,0,10120.300667997963,1983.1323655964757,772.9181561850987,12876.351189779536
Northwest Territories,Car,2034,167.1639671025174,0,0,0,8.255840797331338,137.87300244482608,27.017024736715232,10.529780718307414,175.41980789984873
Northwest Territories,SUV,2034,1020.6475486872802,8,0,8,40.22397983047135,840.0905726032323,164.62068264731928,64.16027326719981,1068.8715285177514
Nova Scotia,Car,2034,12022.539499955776,228,96,324,1281.822039283896,10711.350937582376,2098.952137929312,818.0584637279835,13628.361539239671
Nova Scotia,SUV,2034,18671.371848885923,208,63,271,1597.4636486711308,16143.494988820195,3163.4126748239305,1232.927833912928,20539.835497557055
Nunavut,Car,2034,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2034,0,0,0,0,0,0,0,0,0
Ontario,Car,2034,164440.53164439814,8171,3705,11876,31780.12009517241,163555.70398543729,32049.700971542567,12491.246782590693,208096.65173957055
Ontario,SUV,2034,281775.6632713208,5038,1763,6801,43387.43203000486,260910.59539413406,51126.96383510828,19926.53607208333,331964.09530132567
Prince Edward Island,Car,2034,1943.649572636841,56,18,74,397.03266165163683,1897.8443402560613,371.89374698394516,144.94414704847142,2414.682234288478
Prince Edward Island,SUV,2034,3131.58192669734,45,11,56,514.1353869940239,2909.4027997796284,570.114569327452,222.1999445842835,3701.717313691364
Quebec,Car,2034,121571.32486136434,11483,6179,17662,8573.318307388527,116170.15158631108,22764.223621889396,8872.26796055236,147806.64316875284
Quebec,SUV,2034,150781.7216780674,5215,2255,7470,8378.461305902256,130964.7063292131,25663.303531443304,10002.173123313247,166630.18298396966
Saskatchewan,Car,2034,9631.563945171201,178,64,242,1827.2385235906927,9196.366058632691,1802.0819514204436,702.3544587087592,11700.802468761894
Saskatchewan,SUV,2034,31490.11950167502,290,72,362,4788.639437067677,28798.181386823373,5643.172811962046,2199.4047399572805,36640.7589387427
Yukon,Car,2034,399.8965604057841,12,0,12,55.66935791281766,367.48824303959077,72.01147996052235,28.066195318488646,467.56591831860175
Yukon,SUV,2034,1377.0611534935178,13,4,17,153.5217248897301,1216.338682212686,238.34870992030784,92.8954862502541,1547.582878383248
Alberta,Car,2035,39501.15843289629,1578,440,2018,13544.761328182447,46442.651478227315,8619.501730874284,1.766551977141137,55063.91976107874
Alberta,SUV,2035,120352.24721430958,2255,622,2877,31036.6792922732,130112.76151058183,24148.215860911056,4.94913508987676,154265.92650658276
British Columbia,Car,2035,49455.63813314928,10954,2093,13047,10761.959940959088,61793.67921521102,11468.568395633123,2.3504632642180674,73264.59807410836
British Columbia,SUV,2035,103443.87904309013,6341,1764,8105,16504.730796214786,108004.46459497073,20045.037048647726,4.108195686453474,128053.60983930492
Manitoba,Car,2035,11018.476410655432,394,125,519,1905.1159548200217,11337.907560931422,2104.253541418846,0.4312631251856197,13442.592365475453
Manitoba,SUV,2035,29746.032913874755,472,142,614,3843.2033190721304,28848.09121266069,5354.047717463333,1.0973028228667099,34203.23623294689
New Brunswick,Car,2035,9433.388795711027,273,97,370,1032.6628745543626,9139.468699391758,1696.23533037536,0.3476404982712737,10836.05167026539
New Brunswick,SUV,2035,18249.154874416716,318,99,417,1498.0320308651574,17007.112985185253,3156.427015836998,0.6469042596227856,20164.186905281873
Newfoundland and Labrador,Car,2035,5059.673127133363,126,40,166,0,4407.49799207245,818.007485840976,0.16764921993722412,5225.673127133363
Newfoundland and Labrador,SUV,2035,12925.889436981883,182,49,231,0,11096.936674879196,2059.53066485373,0.42209724895677053,13156.889436981883
Northwest Territories,Car,2035,158.19431864413406,2,0,2,8.255840797331338,142.07619218422556,26.36856306582914,0.005404191410677567,168.4501594414654
Northwest Territories,SUV,2035,1035.4419408570384,12,0,12,40.22397983047135,917.3718380096237,170.25918835160124,0.03489432628473512,1087.6659206875097
Nova Scotia,Car,2035,11400.683928370396,358,119,477,1257.6367177879733,11078.744874524815,2056.1543663511384,0.421405282416082,13135.320646158369
Nova Scotia,SUV,2035,18955.18225197801,343,101,444,1567.3228251112982,17683.813506862232,3282.018926122584,0.6726441044949358,20966.50507708931
Nunavut,Car,2035,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2035,0,0,0,0,0,0,0,0,0
Ontario,Car,2035,155840.99965660978,10890,4114,15004,31757.771206216592,170881.5848296423,31714.68616308775,6.499870096334512,202602.77086282638
Ontario,SUV,2035,285992.16686131345,8144,2473,10617,43356.920474428196,286738.15044512413,53217.03015229688,10.906738320659747,339966.0873357417
Prince Edward Island,Car,2035,1845.7080293635963,88,21,109,397.03266165163683,1983.532479233117,368.1327636086939,0.07544817342213189,2351.740691015233
Prince Edward Island,SUV,2035,3180.727213029455,74,18,92,514.1353869940239,3193.9596870678483,592.7814234277828,0.12148952784799438,3786.862600023479
Quebec,Car,2035,115145.52321181454,15139,7109,22248,8395.325539761083,122962.92602052084,22821.24555623457,4.677174820185388,145788.8487515756
Quebec,SUV,2035,152999.61987170082,8465,3435,11900,8204.514012354113,146001.50142417077,27097.07896040045,5.553499483709667,173104.13388405493
Saskatchewan,Car,2035,9128.606439415393,272,81,353,1827.2385235906927,9538.237515910343,1770.244638517726,0.3628085780173964,11308.844963006086
Saskatchewan,SUV,2035,31963.3061892197,467,116,583,4788.639437067677,31489.47396414452,5844.273888313847,1.1977738290108741,37334.94562628738
Yukon,Car,2035,379.30247050380115,16,1,17,55.66935791281766,381.20733497013504,70.74999335766756,0.014500088816158607,451.9718284166188
Yukon,SUV,2035,1398.1248935207964,23,9,32,153.5217248897301,1335.6976452573645,247.8981668524668,0.050806300695350005,1583.6466184105266
Alberta,Car,2036,37427.998121126584,2222,550,2772,13635.910462288655,45768.70796700494,8065.275385071744,1.925231338546352,53835.908583415236
Alberta,SUV,2036,121780.67550956213,3529,965,4494,31245.539852786478,133916.13377618423,23598.448489908555,5.633096255824828,157520.21536234862
British Columbia,Car,2036,46733.733844659306,13685,2445,16130,10741.730692949766,62575.8364601164,11026.995865076377,2.6322124163001828,73605.46453760908
British Columbia,SUV,2036,104568.92473407298,9662,2590,12252,16473.706866146713,113320.70411382194,19969.160723678062,4.766762719702467,133294.6316002197
Manitoba,Car,2036,10403.223139302798,560,158,718,1922.1259187023434,11088.829921437453,1954.0526920508792,0.46644451680725246,13043.34905800514
Manitoba,SUV,2036,30064.713157386224,757,231,988,3877.517634420989,29696.007263501622,5232.974384810986,1.2491434946035396,34930.23079180721
New Brunswick,Car,2036,8917.821206203156,404,120,524,1032.6628745543626,8904.90409861716,1569.2054030622296,0.3745790781283769,10474.484080757518
New Brunswick,SUV,2036,18452.199981220845,514,172,686,1498.0320308651574,17543.934919145864,3091.559118572758,0.7379743673801493,20636.232012086002
Newfoundland and Labrador,Car,2036,4770.217159621395,187,52,239,0,4258.5962298154545,750.441794687558,0.17913511838190035,5009.217159621395
Newfoundland and Labrador,SUV,2036,13058.441367546944,297,85,382,0,11426.41876185244,2013.5419607196989,0.4806449748053021,13440.441367546944
Northwest Territories,Car,2036,149.1471764997067,5,0,5,0,131.04853787731656,23.093126149716138,0.005512472673993175,154.1471764997067
Northwest Territories,SUV,2036,1046.066744853625,20,5,25,0,910.5695872564459,160.45885507165067,0.03830252552851438,1071.066744853625
Nova Scotia,Car,2036,10776.239782290375,536,155,691,1233.4513962920507,10797.518623299118,1902.7183645893701,0.454190693936551,12700.691178582425
Nova Scotia,SUV,2036,19165.30869237473,554,177,731,1537.1820015514656,18221.726020725673,3210.998187985275,0.7664852152434979,21433.490693926193
Nunavut,Car,2036,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2036,0,0,0,0,0,0,0,0,0
Ontario,Car,2036,147191.8042828435,14199,4580,18779,31802.468984128227,168137.35341365103,29628.847263414857,7.072589905871166,197773.27326697175
Ontario,SUV,2036,289079.62591000006,12709,3585,16294,43417.94358558151,296525.8673188697,52253.229006333924,12.473170377968247,348791.56949558156
Prince Edward Island,Car,2036,1747.637306238026,127,28,155,397.03266165163683,1955.0691341588686,344.5185950019052,0.08223872888919669,2299.669967889663
Prince Edward Island,SUV,2036,3217.7848361159,119,35,154,514.1353869940239,3303.6230381256464,582.1582202005582,0.13896478371922483,3885.920223109924
Quebec,Car,2036,108673.82019749995,19046,7971,27017,8335.994617218603,122444.69165889533,21576.97259842077,5.150557402457009,144026.81481471856
Quebec,SUV,2036,154607.02824962442,13650,5176,18826,8146.531581171399,154370.2347624758,27202.831583428168,6.4934848918551245,181579.55983079583
Saskatchewan,Car,2036,8622.817935396402,396,104,500,1844.157398809125,9323.596546622208,1642.9865964759688,0.39219110734915186,10966.975334205526
Saskatchewan,SUV,2036,32310.72403273382,736,191,927,4832.9786911146,32365.885909897297,5703.455363724072,1.3614502270518802,38070.70272384842
Yukon,Car,2036,358.63172032977616,21,2,23,74.22581055042355,387.54821371851415,68.2930151947,0.016301966985531404,455.8575308801997
Yukon,SUV,2036,1413.7755152497466,38,14,52,204.69563318630682,1420.1544688637432,250.25694168565184,0.05973788665837329,1670.4711484360535
Alberta,Car,2037,35417.5047769876,3562,774,4336,13745.289423216105,45829.84718248473,7666.908434285712,2.0385834332627955,53498.7942002037
Alberta,SUV,2037,122632.21939060936,6245,1484,7729,31496.172525402413,138655.45285202173,23195.77145212805,6.167611861985645,161857.39191601178
British Columbia,Car,2037,44079.57517568559,15631,2683,18314,10721.501444940444,62634.17406604267,10478.116488352356,2.786066231002654,73115.07662062603
British Columbia,SUV,2037,105178.80788835484,12675,3187,15862,16442.68293607864,117775.50258458604,19702.74940089917,5.238838948275968,137483.49082443348
Manitoba,Car,2037,9801.858678691337,919,219,1138,1939.1358825846648,11032.815999525532,1845.6878048027263,0.490756947744421,12878.994561276002
Manitoba,SUV,2037,30234.196752984506,1391,352,1743,3911.8319497698467,30744.406964012982,5143.254179332918,1.3675594084520397,35889.02870275435
New Brunswick,Car,2037,8414.973233938994,718,180,898,1007.4759751749879,8841.033095779349,1479.0228503257,0.3932630089343168,10320.449209113982
New Brunswick,SUV,2037,18565.05817633586,922,257,1179,1461.49466425869,18165.778512085657,3038.9662862088708,0.8080423000234699,21205.55284059455
Newfoundland and Labrador,Car,2037,4486.220720624683,346,80,426,0,4208.063533364777,703.9700059985095,0.18718126139668362,4912.220720624683
Newfoundland and Labrador,SUV,2037,13124.889526777948,560,137,697,0,11840.548824612715,1980.814015995443,0.5266861697898002,13821.889526777948
Northwest Territories,Car,2037,140.27041656147838,8,0,8,8.255840797331338,134.08852595734223,22.431766933671653,0.0059644677958196534,156.52625735880972
Northwest Territories,SUV,2037,1051.3978633587415,43,9,52,40.22397983047135,979.6858993078683,163.8923659170502,0.0435779642942703,1143.6218431892128
Nova Scotia,Car,2037,10167.13105049159,918,215,1133,1209.2660747961284,10716.199629687484,1792.7208222448623,0.4766733553710577,12509.397125287718
Nova Scotia,SUV,2037,19281.643411225334,973,266,1239,1507.0411779916328,18870.05929012029,3156.785929283803,0.8393698128722481,22027.684589216966
Nunavut,Car,2037,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2037,0,0,0,0,0,0,0,0,0
Ontario,Car,2037,138746.65439004885,19328,5205,24533,31936.56231786313,167232.3556636789,27976.422286944533,7.438757288542287,195216.21670791198
Ontario,SUV,2037,290737.94790492684,19435,4817,24252,43601.012919041445,307187.65125962894,51389.64537614628,13.664188193062984,358590.9608239683
Prince Edward Island,Car,2037,1652.362197039094,193,40,233,420.3875241017331,1975.2250296612951,330.4368303743793,0.0878611051527233,2305.749721140827
Prince Edward Island,SUV,2037,3239.457647380614,198,50,248,544.3786450524958,3453.880482904448,577.8021755114053,0.15363401725698211,4031.83629243311
Quebec,Car,2037,102342.06432791136,23019,8358,31377,8335.994617218603,121691.74539880337,20357.90050675991,5.413039566705024,142055.05894512997
Quebec,SUV,2037,155440.35211937415,18181,6235,24416,8146.531581171399,161053.03976794388,26942.68004096923,7.163891632460474,188002.88370054556
Saskatchewan,Car,2037,8128.84891329815,691,154,845,1877.9951492459895,9296.25354121829,1555.1770093980213,0.4135119278290105,10851.84406254414
Saskatchewan,SUV,2037,32498.735392732684,1400,318,1718,4921.6571992084455,33527.98092503409,5608.920289766013,1.4913771410227916,39138.39259194113
Yukon,Car,2037,338.4833775196888,37,5,42,55.66935791281766,373.631097895256,62.505017840412116,0.016619696838355534,436.15273543250646
Yukon,SUV,2037,1422.5384051497908,68,19,87,153.5217248897301,1424.6637284902436,238.33303027371315,0.06337127556429167,1663.060130039521
Alberta,Car,2038,33501.90080552267,5749,1144,6893,13854.668384143552,46801.31994848946,7445.989311376923,2.2599297998471584,54249.569189666225
Alberta,SUV,2038,122763.78896113594,10807,2311,13118,31746.805198018345,144613.85749128638,23007.75359204069,6.983075827243982,167628.5941591543
British Columbia,Car,2038,41537.0971602394,17614,2981,20595,10741.730692949766,62868.54226075436,10002.24981283961,3.0357795951995348,72873.82785318917
British Columbia,SUV,2038,105149.92509860764,16417,3847,20264,16473.706866146713,122407.02662724396,19474.6945792777,5.910758232675053,141887.63196475434
Manitoba,Car,2038,9224.195660152944,1460,306,1766,1973.155810349308,11183.535073883411,1779.27636902541,0.5400275934294616,12963.351470502252
Manitoba,SUV,2038,30218.824516801542,2373,538,2911,3980.4605804675634,32015.19112796548,5093.548028194326,1.5459411093004176,37110.28509726911
New Brunswick,Car,2038,7932.869932384442,1212,257,1469,1007.4759751749879,8980.184277057584,1428.7279977308424,0.43363277100257014,10409.34590755943
New Brunswick,SUV,2038,18565.853888077676,1568,381,1949,1461.49466425869,18959.08364362341,3016.349417479993,0.9154912329647291,21976.348552336367
Newfoundland and Labrador,Car,2038,4212.231754408388,593,122,715,0,4250.742508059404,676.2839876153411,0.20525873364284355,4927.231754408388
Newfoundland and Labrador,SUV,2038,13109.612071090409,978,214,1192,0,12338.05783743956,1962.958456766568,0.595776884279252,14301.612071090409
Northwest Territories,Car,2038,131.70601742777583,17,2,19,8.255840797331338,137.13702979629934,21.81820639206525,0.006622036742559597,158.96185822510716
Northwest Territories,SUV,2038,1050.1842925134954,73,14,87,40.22397983047135,1015.7548177260876,161.60440611701537,0.04904850086373673,1177.4082723439667
Nova Scotia,Car,2038,9583.127803768637,1515,314,1829,1209.2660747961284,10888.526893945094,1732.3412023034646,0.5257823162070444,12621.393878564766
Nova Scotia,SUV,2038,19281.4769268179,1638,393,2031,1507.0411779916328,19686.489383163145,3132.0781056368305,0.9506160095559665,22819.518104809533
Nunavut,Car,2038,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2038,0,0,0,0,0,0,0,0,0
Ontario,Car,2038,130644.38816229654,26743,6225,32968,32137.70231846549,168874.3846519064,26867.551267088456,8.154561767183933,195750.09048076204
Ontario,SUV,2038,290624.9516806995,29180,6536,35716,43875.616919231354,319387.31193791184,50813.83417169745,15.422490321554776,370216.56859993085
Prince Edward Island,Car,2038,1561.4061480793548,296,54,350,397.03266165163683,1991.4993783270452,316.8432664069675,0.09616499697897177,2308.4388097309916
Prince Edward Island,SUV,2038,3241.954530072692,314,75,389,514.1353869940239,3575.985622036062,568.9316187796423,0.17267625101084588,4145.089917066715
Quebec,Car,2038,96253.33803847221,28024,8751,36775,8395.325539761083,122006.75924765173,19411.01290035461,5.891430226968316,141423.6635782333
Quebec,SUV,2038,155315.57605518115,23802,7277,31079,8204.514012354113,167881.41199968243,26709.571454487297,8.106613365522099,194599.09006753526
Saskatchewan,Car,2038,7654.70985613606,1156,234,1390,1911.8328996828543,9452.25318290754,1503.8331450014937,0.45642790988082715,10956.542755818915
Saskatchewan,SUV,2038,32489.0383582594,2473,515,2988,5010.335707302292,34928.61926500739,5557.068176595162,1.686623959140141,40487.37406556169
Yukon,Car,2038,319.1806363784396,58,10,68,55.66935791281766,382.0484582937455,60.78308774227375,0.018448255237971483,442.84999429125725
Yukon,SUV,2038,1422.7402694557632,120,29,149,153.5217248897301,1488.3904111760787,236.79971216561128,0.07187100380343332,1725.2619943454933
Alberta,Car,2039,31843.431888189563,8650,1683,10333,13982.277171892241,48752.88086198905,7403.362242531295,2.4659555614624415,56158.709060081805
Alberta,SUV,2039,122662.53492562204,17007,3483,20490,32039.209982736935,152088.65037092363,23095.40178479006,7.6927526453089,175191.744908359
British Columbia,Car,2039,39316.627137093965,19539,3361,22900,10782.189188968408,63372.22943645698,9623.381476943443,3.205412661940676,72998.81632606237
British Columbia,SUV,2039,104904.38574079622,20563,4583,25146,16535.754726282856,127255.35828404754,19324.34551605024,6.436666981275899,146586.14046707907
Manitoba,Car,2039,8717.33081772323,2178,440,2618,1973.155810349308,11553.454021488322,1754.44822462166,0.5843819625560354,13308.486628072538
Manitoba,SUV,2039,30140.016017221467,3701,785,4486,3980.4605804675634,33515.31731355578,5089.464055427536,1.695228705714878,38606.476597689034
New Brunswick,Car,2039,7511.1284906632645,1872,384,2256,1032.6628745543626,9375.588409617656,1423.7287316367526,0.47422396321824684,10799.791365217627
New Brunswick,SUV,2039,18528.76667675857,2429,541,2970,1498.0320308651574,19964.13746620211,3031.651441078656,1.0098003429570717,22996.798707623726
Newfoundland and Labrador,Car,2039,3970.096757901559,916,178,1094,0,4396.278156027828,667.5962349822387,0.2223668914926635,5064.09675790156
Newfoundland and Labrador,SUV,2039,13065.441575206904,1527,321,1848,0,12946.758437421198,1966.0282814898878,0.6548562958165884,14913.441575206904
Northwest Territories,Car,2039,124.13684543127421,24,3,27,0,131.20594726072986,19.92426167994884,0.006636490595508662,151.1368454312742
Northwest Territories,SUV,2039,1046.658527967899,119,21,140,0,1030.1700805833661,156.43634064551472,0.052106739018316965,1186.658527967899
Nova Scotia,Car,2039,9072.220206970329,2302,462,2764,1209.2660747961284,11325.136370233118,1719.77707804078,0.5728334925592238,13045.486281766458
Nova Scotia,SUV,2039,19241.90740314007,2531,561,3092,1507.0411779916328,20696.966601728855,3142.9351120384067,1.0468673644418027,23840.948581131703
Nunavut,Car,2039,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2039,0,0,0,0,0,0,0,0,0
Ontario,Car,2039,123549.92544237018,36136,7736,43872,32405.888985935297,173475.8827755832,26343.157118574836,8.774534147449415,199827.8144283055
Ontario,SUV,2039,289907.96862562915,41567,8797,50364,44241.75558615122,333806.6721982682,50690.16783343487,16.884180077292076,384513.72421178035
Prince Edward Island,Car,2039,1482.39791892139,426,79,505,397.03266165163683,2069.98810984048,314.3377692543705,0.10470147817668886,2384.430580573027
Prince Edward Island,SUV,2039,3238.1653113695193,474,105,579,514.1353869940239,3760.1182516295576,570.9922572651703,0.1901894688154033,4331.300698363543
Quebec,Car,2039,90901.54896643003,33707,9259,42966,8543.652846117286,123630.98211448955,18773.966354613727,6.253343443997064,142411.20181254728
